question,question_cyrl,answers,answers_cyrl,correct_answer,image_url,category,time_limit,audio_url,audio_url_cyrl,explanation_text,explanation_text_cyrl
O'zib ketish deb nimaga aytiladi?,Ўзиб кетиш деб нимага айтилади?,"{""Transport vositasining bir yo'nalishda transport vositasi tezligidan ortiq tezlikda harakatlanishi"",""Qarama - qarshi yo'nalishda harakatlanish uchun mo'ljallangan tasmaga chiqib,so'ngra ilgari egallagan qatoriga qaytib o'tish bilan bog'liq bo'lgan harakat"",""Kam tezlik bilan qo'shni qatorda harakatlanayotgan bir yoki bir nechta transport vositasidan o'zib ketish""}","{""Транспорт воситасининг бир ё’налишда транспорт воситаси тезлигидан ортиқ тезликда ҳаракатланиши"",""Қарама - қарши ё’налишда ҳаракатланиш учун мўлжалланган тасмага чиқиб,сўнгра илгари егаллаган қаторига қайтиб ўтиш билан боғлиқ бўлган ҳаракат"",""Кам тезлик билан қўшни қаторда ҳаракатланаётган бир ёки бир нечта транспорт воситасидан ўзиб кетиш""}",0,https://postimg.cc/Dmfk0bYv,Bilet 51-60,300,,,,
Oq-qizil (1.14.4 zebra) yo'l chizig'i qandayjoylarda piyodalar o'tish joyini belgilash uchunchiziladi?,Оқ-қизил (1.14.4 зебра) ё’л чизиғи қандайжойларда пиёдалар ўтиш жойини белгилаш учунчизилади?,"{""Piyodalar gavjum bo'lgan joylarda"",""Savdo, madaniy-maishiy xizmatko'rsatish binolari oldida"",""Maktab va maktabgacha talimmuassasalari oldida"",""Barcha javoblar to'g'ri""}","{""Пиёдалар гавжум бўлган жойларда"",""Савдо, маданий-маиший хизматкўрсатиш бинолари олдида"",""Мактаб ва мактабгача талиммуассасалари олдида"",""Барча жавоблар тўғри""}",2,https://ptest.uz/images/04201225-7f83-459e-9685-7a09ab31fcfc.webp,Bilet 51-60,300,,,,
Transport vositalarining qayrilib olishjoylarida va unga etmasdan yoki o'tib qanchadankam masofada to'xtashi taqiqlanadi?,Транспорт воситаларининг қайрилиб олишжойларида ва унга етмасдан ёки ўтиб қанчаданкам масофада тўхташи тақиқланади?,"{""40 metr"",""45 metr"",""30 metr"",""50 metr""}","{""40 метр"",""45 метр"",""30 метр"",""50 метр""}",2,https://postimg.cc/Dmfk0bYv,Bilet 51-60,300,,,,
To'siq deb nimaga aytiladi?,Тўсиқ деб нимага айтилади?,"{""Yo'lning qatnov qismida harakatsiz holda bo'lgan jism"",""Tirbandlik tufayli qatnov qismida to'xtab turgan transport vositasi"",""Yo'l harakati xavfsizligiga xavf soluvchi har qanday omil""}","{""Ё’лнинг қатнов қисмида ҳаракатсиз ҳолда бўлган жисм"",""Тирбандлик туфайли қатнов қисмида тўхтаб турган транспорт воситаси"",""Ё’л ҳаракати хавфсизлигига хавф солувчи ҳар қандай омил""}",0,https://postimg.cc/Dmfk0bYv,Bilet 51-60,300,,,,
"Odam tashish uchun mo'ljallangan yuk avtomobiliyukhonasiga o'rnatilgan o'rindiqlar, yukhonapastki qismidan qancha balandlikdamahkamlangan bo'lishi kerak?","Одам ташиш учун мўлжалланган юк автомобилиюкҳонасига ўрнатилган ўриндиқлар, юкҳонапастки қисмидан қанча баландликдамаҳкамланган бўлиши керак?","{""0.3 - 0.5 metr"",""0.6 - 0.7 metr"",""0.8 - 0.9 metr""}","{""0.3 - 0.5 метр"",""0.6 - 0.7 метр"",""0.8 - 0.9 метр""}",0,https://postimg.cc/Dmfk0bYv,Bilet 51-60,300,,,,
"Engil avtomobilning tom qismiga o'rnatilgan yukxonasida yuk tashishdan, yukning uzunligi avtomobilning gabaritidan necha metrdan oshmasa tashishga yo'l qo'yiladi?","Енгил автомобилнинг том қисмига ўрнатилган юкхонасида юк ташишдан, юкнинг узунлиги автомобилнинг габаритидан неча метрдан ошмаса ташишга ё’л қўйилади?","{""2 metr"",""1 metr"",""1.2 metr"",""0.5 metr""}","{""2 метр"",""1 метр"",""1.2 метр"",""0.5 метр""}",3,https://postimg.cc/Dmfk0bYv,Bilet 51-60,300,,,,
Piyodalar o'tish joyiga qancha masofa etmasdan to'xtash va to'xtab turishga ruxsat beriladi?,Пиёдалар ўтиш жойига қанча масофа етмасдан тўхташ ва тўхтаб туришга рухсат берилади?,"{""3 metr"",""5 metr"",""10 metr""}","{""3 метр"",""5 метр"",""10 метр""}",2,https://postimg.cc/Dmfk0bYv,Bilet 51-60,300,,,,
Odam tashish uchun mo'ljallangan yuk avtomobili yuk xonasi bordlari balanligi :,Одам ташиш учун мўлжалланган юк автомобили юк хонаси бордлари баланлиги :,"{""0,70 metrdan kam bo'lmasligi kerak"",""1,0 metrdan kam bo'lmasligi kerak"",""1,3 metrdan kam bo'lmasligi kerak"",""1,5 metrdan kam bo'lmasligi kerak""}","{""0,70 метрдан кам бўлмаслиги керак"",""1,0 метрдан кам бўлмаслиги керак"",""1,3 метрдан кам бўлмаслиги керак"",""1,5 метрдан кам бўлмаслиги керак""}",2,https://postimg.cc/Dmfk0bYv,Bilet 51-60,300,,,,
Kesishayotgan qatnov qismi chetiga qanchadankam masofa qolganda to'xtash taqiqlanadi?,Кесишаётган қатнов қисми четига қанчаданкам масофа қолганда тўхташ тақиқланади?,"{""40 metr"",""45 metr"",""30 metr""}","{""40 метр"",""45 метр"",""30 метр""}",2,https://postimg.cc/Dmfk0bYv,Bilet 51-60,300,,,,
Quyidagi javoblardan qaysi birida «Yo'lovchi»atamasining to'g'ri tarifi ko'rsatilgan?,Қуйидаги жавоблардан қайси бирида «Ё’ловчи»атамасининг тўғри тарифи кўрсатилган?,"{""Transport vositasidagi barcha shaxslar"",""Transport vositasidagi(haydovchidan tashqari) shaxs,shuningdek transport vositasigakirayotgan(unga chiqib o'tirayotgan)aki transport vositasi danchiqayotgan(undan tushayotgan) shaxs"",""Har ikkala tarif to'g'ri""}","{""Транспорт воситасидаги барча шахслар"",""Транспорт воситасидаги(ҳайдовчидан ташқари) шахс,шунингдек транспорт воситасигакираётган(унга чиқиб ўтираётган)аки транспорт воситаси данчиқаётган(ундан тушаётган) шахш"",""Ҳар иккала тариф тўғри""}",1,https://postimg.cc/Dmfk0bYv,Bilet 51-60,300,,,,
Mazkur yo'l belgisi: Harakatlanish qaysi yo‘nalishga ruxsat etilgan?,Мазкур ё’л белгиси: Ҳаракатланиш қайси ё’налишга рухсат етилган?,"{""Harakatlanish taqiqlanadi"",""Faqat to‘g‘riga"",""Faqat to‘g‘riga va o‘ngga"",""Barcha yo‘nalishda ruxsat etiladi""}","{""Ҳаракатланиш тақиқланади"",""Фақат тўғрига"",""Фақат тўғрига ва ўнгга"",""Барча ё’налишда рухсат етилади""}",0,https://ptest.uz/images/9e809bcf-31ec-4e68-b201-2e3a031b3c90.webp,Bilet 51-60,300,,,,
"Odam tashish uchun mo'ljallangan yuk avtomobili yukxonasiga o'rnatilgan o'rindiqlar, yukxona pastgi qismidan qancha balandlikda maxkamlangan bo'lishi kerak?","Одам ташиш учун мўлжалланган юк автомобили юкхонасига ўрнатилган ўриндиқлар, юкхона пастги қисмидан қанча баландликда махкамланган бўлиши керак?","{""0,3-0,5 metr"",""0,6-0,7 metr"",""0,8-0,9 metr""}","{""0,3-0,5 метр"",""0,6-0,7 метр"",""0,8-0,9 метр""}",0,https://postimg.cc/Dmfk0bYv,Bilet 51-60,300,,,,
Mayoqchasi yokilangan transport vositasiga harakatni to'g'riga davom ettirishga ruxsat beriladimi?,Маёқчаси ёкиланган транспорт воситасига ҳаракатни тўғрига давом еттиришга рухсат бериладими?,"{""Ruxsat beriladi"",""Taqiqlanadi""}","{""Рухсат берилади"",""Тақиқланади""}",1,https://ptest.uz/images/6b8aeda1-56aa-4b77-ab46-1f8b3231c169.webp,Bilet 51-60,300,,,,
Tramvayni ko'rsatilganidek old qismidan yo'lni kesib o'tishga ruxsat beriladimi?,Трамвайни кўрсатилганидек олд қисмидан ё’лни кесиб ўтишга рухсат бериладими?,"{""Ruxsat beriladi"",""Taqiqlanadi"",""Istagan tomonidan ruxsat beriladi""}","{""Рухсат берилади"",""Тақиқланади"",""Истаган томонидан рухсат берилади""}",0,https://ptest.uz/images/54808f18-e88b-4e8f-82d3-34d2443d7a53.webp,Bilet 51-60,300,,,,
Qaysi avtomobilning xaydovchisi to'xtab turish qoidalarini buzmadi?,Қайси автомобилнинг хайдовчиси тўхтаб туриш қоидаларини бузмади?,"{""Qizil"",""Sarik"",""Xar ikkisi buzgan"",""Xech kim buzmadi""}","{""Қизил"",""Сарик"",""Хар иккиси бузганг"",""Хеч ким бузмади""}",2,https://ptest.uz/images/097cc01c-34a8-4ab5-a507-a80a5b2e633c.webp,Bilet 51-60,300,,,,
Ushbu yo'l belgisi qanday nomlanadi: Bir vaqtda qayrilishda qaysi transport vositasi yo'l berishi kerak?,Ушбу ё’л белгиси қандай номланади: Бир вақтда қайрилишда қайси транспорт воситаси ё’л бериши керак?,"{""Avtobus haydovchisi"",""Engil avtomobil haydovchisi"",""Bunday vaziyatda haydovchilar o'zaro kelishadilar""}","{""Автобус ҳайдовчиси"",""Енгил автомобил ҳайдовчиси"",""Бундай вазиятда ҳайдовчилар ўзаро келишадилар""}",0,https://ptest.uz/images/9d2c2f20-39d1-4c04-8c3c-a6185666653e.webp,Bilet 51-60,300,,,,
"Velosipedlarda yuk tashilganda gabaritidan bo'yiga va eniga qanchadan ortiq chiqib tursa, yuk tashish taqiqlanadi?","Велосипедларда юк ташилганда габаритидан бўйига ва енига қанчадан ортиқ чиқиб турса, юк ташиш тақиқланади?","{""0.3 m"",""0.4 m"",""0.5 m"",""1 m""}","{""0.3 м"",""0.4 м"",""0.5 м"",""1 м""}",2,https://postimg.cc/Dmfk0bYv,Bilet 51-60,300,,,,
"Choraxadan chapga burilmoqchisiz, sizning harakatingiz: Quyidagi shaxslarga xavfsizlik kamarini (kanstruksiyasida xavfsizlik kamari nazarda tutilgan transport vositalarida)taqmaslikga ruxsat beriladi:","Чорахадан чапга бурилмоқчисиз, сизнинг ҳаракатингиз: Қуйидаги шахсларга хавфсизлик камарини (канструксиясида хавфсизлик камари назарда тутилган транспорт воситаларида)тақмасликга рухсат берилади:","{""Avtomobilning orqa o'rindiqdagi 12 yoshgacha bo'lgan bolalarga"",""Xomilador ayollarga"",""Orqaga xarakatni amalga oshiryotgan xaydovchilarga"",""1 va 2 javoblar to'g'ri"",""Sanab o'tilgan barcha xollarda""}","{""Автомобилнинг орқа ўриндиқдаги 12 ёшгача бўлган болаларга"",""Хомиладор аёлларга"",""Орқага харакатни амалга оширётган хайдовчиларга"",""1 ва 2 жавоблар тўғри"",""Санаб ўтилган барча холларда""}",3,https://ptest.uz/images/e610bed3-1ad0-49e1-af11-c8a3ff699c9e.webp,Bilet 51-60,300,,,,
Ushbu belgilaridan qaysilari vaqtinchalik yo'l belgilari xisoblanadi:,Ушбу белгиларидан қайсилари вақтинчалик ё’л белгилари хисобланади:,"{""«1»va«4»"",""«2»va«3»"",""«Z»va«4»""}","{""«1»ва«4»"",""«2»ва«3»"",""«З»va«4»""}",1,https://ptest.uz/images/71c66a50-d5ca-44b5-bd1c-5b6668ac3535.webp,Bilet 51-60,300,,,,
Chorrahadan qaysi yo‘nalishda harakatlanishingizga ruxsat berilgan?,Чорраҳадан қайси ё’налишда ҳаракатланишингизга рухсат берилган?,"{""Faqat to‘g‘riga"",""To‘g‘riga va o‘ngga"",""Faqat o‘ngga""}","{""Фақат тўғрига"",""Тўғрига ва ўнгга"",""Фақат ўнгга""}",0,https://ptest.uz/images/a4ed4890-0f1c-4581-9b20-07fc4a35428e.webp,Bilet 51-60,300,,,,
Qaysi yo'l chizig'i maktablar oldidagi piyodalar o'tish joylarida qo'llaniladi?,Қайси ё’л чизиғи мактаблар олдидаги пиёдалар ўтиш жойларида қўлланилади?,"{""1-chiziq"",""2-chiziq"",""3-chiziq""}","{""1-чизиқ"",""2-чизиқ"",""3-чизиқ""}",2,https://ptest.uz/images/dcbdac19-cd14-4bb5-95da-504c1e5bf567.webp,Bilet 51-60,300,,,,
Kaysi yonalish bo'yicha harakatlanishga ruxsat beriladi?,Кайси ёналиш бўйича ҳаракатланишга рухсат берилади?,"{""«A» «B» «C»"",""«A» «B» «D»"",""«D»""}","{""«А» «Б» «C»"",""«А» «Б» «Д»"",""«Д»""}",2,https://ptest.uz/images/73919e11-d1ef-4231-8097-937d79ed77ab.webp,Bilet 51-60,300,,,,
Qaysi transport vositasi haydovchisi qoida buzib harakatlanmoqda?,Қайси транспорт воситаси ҳайдовчиси қоида бузиб ҳаракатланмоқда?,"{""Ruxsat etilgan to'la vazni 3 tonna bo'lgan yuk avtomobili va mopet haydovchisi"",""Faqat moped haydovchisi"",""Hech kim qoida buzmayabdi""}","{""Рухсат етилган тўла вазни 3 тонна бўлган юк автомобили ва мопет ҳайдовчиси"",""Фақат мопед ҳайдовчиси"",""Ҳеч ким қоида бузмаябди""}",0,https://ptest.uz/images/89fa0ec9-f234-4731-af57-b5df6722cd6a.webp,Bilet 51-60,300,,,,
Qanday xollarda quvib o'tish taqiqlanadi?,Қандай холларда қувиб ўтиш тақиқланади?,"{""Tartibga solingan choraxalarda"",""Tepalikning oxirida va yo'lning ko'rinishi cheklangan joylarda"",""Tartibga solinmagan choraxalarda asosiy xisoblanmaydigan yo'llarda xarakatlanishda"",""Sanab o'tilgan barcha xollarda""}","{""Тартибга солинган чорахаларда"",""Тепаликнинг охирида ва ё’лнинг кўриниши чекланган жойларда"",""Тартибга солинмаган чорахаларда асосий хисобланмайдиган ё’лларда харакатланишда"",""Санаб ўтилган барча холларда""}",3,https://postimg.cc/Dmfk0bYv,Bilet 51-60,300,,,,
To'xtab turish joyidan chiqib ketganda boshqa transport vositasi bilan yo'llaringiz kesishganda qanday harakat qilishingiz kerak?,Тўхтаб туриш жойидан чиқиб кетганда бошқа транспорт воситаси билан ё’лларингиз кесишганда қандай ҳаракат қилишингиз керак?,"{""Yo'l berish"",""Birinchi o'tish"",""O'zaro kelishuvga binoan harakatlanish""}","{""Ё’л бериш"",""Биринчи ўтиш"",""Ўзаро келишувга биноан ҳаракатланиш""}",0,https://ptest.uz/images/d2c02c20-4d52-4642-bf62-c392d95e5c74.webp,Bilet 51-60,300,,,,
Bu belgilardan qaysi biri maktab va maktabgacha talim tashkilotlari oldida o'rnatiladi?,Бу белгилардан қайси бири мактаб ва мактабгача талим ташкилотлари олдида ўрнатилади?,"{""«A»"",""«B»"",""«V»""}","{""«А»"",""«Б»"",""«В»""}",1,https://ptest.uz/images/b764d4c0-f593-4451-9eb8-9933d7c6abaa.webp,Bilet 51-60,300,,,,
Bu belgi qayerlardan oldin o'rnatildi?,Бу белги қаерлардан олдин ўрнатилди?,"{""Bozorlar oldindan"",""Maktab va bolalarning dam olish maskanlari oldindan"",""Vokzal oldindan""}","{""Бозорлар олдинданг"",""Мактаб ва болаларнинг дам олиш масканлари олдинданг"",""Вокзал олдинданг""}",1,https://ptest.uz/images/2c5c8c98-ca3e-43eb-97b9-2156c37070d3.webp,Bilet 51-60,300,,,,
Mazkur yo'l belgisi:,Мазкур ё’л белгиси:,"{""Doimim belgi xisoblanadi"",""Vaqtinchalik belgi xisoblanadi"",""Mavsumiy belgi xisoblanadi""}","{""Доимим белги хисобланади"",""Вақтинчалик белги хисобланади"",""Мавсумий белги хисобланади""}",1,https://ptest.uz/images/d32a4efa-e028-4c81-8a32-08d6e079e7ed.webp,Bilet 51-60,300,,,,
Ogohlantiruvchi belgilarni toping,Огоҳлантирувчи белгиларни топинг,"{""Hammasi"",""1,2,4,5"",""4,5""}","{""Ҳаммаси"",""1,2,4,5"",""4,5""}",2,https://ptest.uz/images/f4e92a17-0b9e-423f-918a-06c5113dcc7a.webp,Bilet 51-60,300,,,,
Bu belgi o'rnatilgan joyda tirkamali engil avtomobilni harakatlanishga ruxsat beriladimi?,Бу белги ўрнатилган жойда тиркамали енгил автомобилни ҳаракатланишга рухсат бериладими?,"{""Ruxsat beriladi agar tirkamaning vazni 750kg dan oshmasa"",""Ruxsat beriladi"",""Taqiqlanadi""}","{""Рухсат берилади агар тиркаманинг вазни 750кг дан ошмаса"",""Рухсат берилади"",""Тақиқланади""}",1,https://ptest.uz/images/e585c4e6-2f16-4419-a406-75d74552d29c.webp,Bilet 51-60,300,,,,
Qaysi rasmda piyodalar qoidani buzmay harakatlanmoqda?,Қайси расмда пиёдалар қоидани бузмай ҳаракатланмоқда?,"{""Chapdagi rasmda"",""O'ngdagi rasmda"",""Ikkala rasmda""}","{""Чапдаги расмда"",""Ўнгдаги расмда"",""Иккала расмда""}",1,https://ptest.uz/images/468acd6d-0ddf-4200-b841-34f6a905ac54.webp,Bilet 51-60,300,,,,
Belgilardan qaysi biri qatnov qismi kesishmasi hududini bildiradi?,Белгилардан қайси бири қатнов қисми кесишмаси ҳудудини билдиради?,"{""«A»"",""«B»"",""«V»""}","{""«А»"",""«Б»"",""«В»""}",0,https://ptest.uz/images/2a58768b-1ec8-4480-81c2-34f097756a79.webp,Bilet 51-60,300,,,,
"Agar haydovchi o'zi xarakatlanayotgan yo'lning qoplamasini bor- yo'kligini aniklay olmasa ( qorongi vaqt, loy, kor) va imtiyoz belgilari bo'lmasa )?","Агар ҳайдовчи ўзи харакатланаётган ё’лнинг қопламасини бор- ё’клигини аниклай олмаса ( қоронги вақт, лой, кор) ва имтиёз белгилари бўлмаса )?","{""O'zini asosiy yo'lda deb hisoblashi kerak"",""O'zini ikkinchi darajali yo'lda deb xisoblashi kerak"",""Barchasi tugri""}","{""Ўзини асосий ё’лда деб ҳисоблаши керак"",""Ўзини иккинчи даражали ё’лда деб хисоблаши керак"",""Барчаси тугри""}",1,https://ptest.uz/images/5202120f-25d1-4a93-a6fc-5f6bd88daebd.webp,Bilet 51-60,300,,,,
Qaysi belgi «Avtomobillar uchun mo'ljallangan yo'l» deb nomlanadi?,Қайси белги «Автомобиллар учун мўлжалланган ё’л» деб номланади?,"{""1"",""2"",""3"",""4"",""5""}","{""1"",""2"",""3"",""4"",""5""}",1,https://ptest.uz/images/e7e052b2-9855-423c-bf52-1608f1142614.webp,Bilet 51-60,300,,,,
Qaysi rasmda piyoda qoidani buzgan holda yo'lni kesib o'tyabdi?,Қайси расмда пиёда қоидани бузган ҳолда ё’лни кесиб ўтябди?,"{""1-2-rasmdagi piyoda"",""3-rasmdagi piyoda"",""4-rasmdagi piyoda"",""Barcha rasmdagi piyoda""}","{""1-2-расмдаги пиёда"",""3-расмдаги пиёда"",""4-расмдаги пиёда"",""Барча расмдаги пиёда""}",1,https://ptest.uz/images/28ef276a-f9ce-489f-bdfc-e331b9616e8a.webp,Bilet 51-60,300,,,,
Kaysi yonalishda harakatlanish taqiqlanadi?,Кайси ёналишда ҳаракатланиш тақиқланади?,"{""Faqat chapga"",""O'nga, chapga va orkaga qayrilib olishga"",""Chapga va orkaga qayrilib olishga"",""Faqat to'riga""}","{""Фақат чапга"",""Ўнга, чапга ва оркага қайрилиб олишга"",""Чапга ва оркага қайрилиб олишга"",""Фақат тўрига""}",3,https://ptest.uz/images/c911939c-0c21-4f36-ab6b-71fda044af08.webp,Bilet 51-60,300,,,,
Kemiruvchi va sudralim yuruvchi hayvonlar qaysi javobda ko'rsatilgan?,Кемирувчи ва судралим юрувчи ҳайвонлар қайси жавобда кўрсатилган?,"{""1"",""2"",""3"",""4"",""1 va 3""}","{""1"",""2"",""3"",""4"",""1 ва 3""}",2,https://ptest.uz/images/b0e46724-2d96-4a8b-9da0-75f2abb8feab.webp,Bilet 51-60,300,,,,
Qaysi xaydovchi to'xtash qoidasini buzdi?,Қайси хайдовчи тўхташ қоидасини бузди?,"{""Engil avtomobil"",""Yuk avtomobil"",""Ikkisi ham buzmadi"",""Ikkisi ham buzdi""}","{""Енгил автомобил"",""Юк автомобил"",""Иккиси ҳам бузмади"",""Иккиси ҳам бузди""}",3,https://ptest.uz/images/c78af9bb-b6c7-49ac-a3c7-907f8d06d922.webp,Bilet 51-60,300,,,,
