question,question_cyrl,answers,answers_cyrl,correct_answer,image_url,category,time_limit,audio_url,audio_url_cyrl,explanation_text,explanation_text_cyrl
Bu yotiq chiziq nimani bildiradi?,Бу ётиқ чизиқ нимани билдиради?,"{""Piyodalar o'tish joyini"",""Velosiped yo'lkasi qatnov qismini kesib o'tadigan joyni"",""Mol haydaladigan joyni""}","{""Пиёдалар ўтиш жойини"",""Велосипед ёлкаси қатнов қисмини кесиб ўтадиган жойни"",""Мол ҳайдаладиган жойни""}",1,https://ptest.uz/images/9fc9a8e0-55fe-44f3-8984-c982399d9fb8.webp,22-BILET,300,,,,
Qaysi transport vositasi haydovchisi yo'l berishi kerak?,Қайси транспорт воситаси ҳайдовчиси ёл бериши керак?,"{""Avtobusning haydovchisi"",""Yuk tashuvchi avtomobilning haydovchisi""}","{""Автобуснинг ҳайдовчиси"",""Юк ташувчи автомобилнинг ҳайдовчиси""}",1,https://ptest.uz/images/2fe6efa9-b8c0-426e-b132-dcc58e641d85.webp,22-BILET,300,,,,
Qaysi transport vositasining haydovchisi aylanma harakatli kesishmaga to'g'ri chiqadi?,Қайси транспорт воситасининг ҳайдовчиси айланма ҳаракатли кесишмага тўғри чиқади?,"{""Ikki haydovchi"",""Faqat avtobusning haydovchisi"",""Faqat engil avtomobilning haydovchisi""}","{""Икки ҳайдовчи"",""Фақат автобуснинг ҳайдовчиси"",""Фақат енгил автомобилнинг ҳайдовчиси""}",0,https://ptest.uz/images/1b5ee07c-3ebf-44ac-8ff0-0e0efa6cce24.webp,22-BILET,300,,,,
Yo'lovchilarni tushirish uchun bu belgi o'rnatilgan bo'lakda to'xtashga ruxsat etiladimi?,Ёловчиларни тушириш учун бу белги ўрнатилган бўлакда тўхташга рухсат етиладими?,"{""Agar bo'lak qatnov qismining o'ng chetida joylashgan va u yotiq uzluksiz chizig'i bilan qatnov qismidan ajratilmagan bo'lsa ruxsat etiladi"",""Taqiqlanadi"",""Ruxsat etiladi""}","{""Агар бўлак қатнов қисмининг ўнг четида жойлашган ва у ётиқ узлуксиз чизиғи билан қатнов қисмидан ажратилмаган бўлса рухсат етилади"",""Тақиқланади"",""Рухсат етилади""}",0,https://ptest.uz/images/7fc48bf5-61e9-4708-9e13-ab7b54a861b7.webp,22-BILET,300,,,,
"Siz quvib o'tish uchun chiqdingiz va bexosdan ro'paradan kelayotgan avtobusni ko'rib qoldingiz. Agar Siz quvib o'tishni tugallay olishingizga ishonchingiz bo'lmasa, Siz:","Сиз қувиб ўтиш учун чиқдингиз ва бехосдан рўпарадан келаётган автобусни кўриб қолдингиз. Агар Сиз қувиб ўтишни тугаллай олишингизга ишончингиз бўлмаса, Сиз:","{""Tovush xabarini berib va faralarni yoqib quvib o'tishni uni tugallaguncha davom ettirishingiz kerak"",""Tezlikni asta ko'paytirishingiz va quvib o'tishni tezroq tugallashingiz kerak"",""Tezlikni kamaytirishingiz va avval egallagan bo'lagingizga qaytishingiz kerak""}","{""Товуш хабарини бериб ва фараларни ёқиб қувиб ўтишни уни тугаллагунча давом еттиришингиз керак"",""Тезликни аста кўпайтиришингиз ва қувиб ўтишни тезроқ тугаллашингиз керак"",""Тезликни камайтиришингиз ва аввал егаллаган бўлагингизга қайтишингиз керак""}",2,https://postimg.cc/Dmfk0bYv,22-BILET,300,,,,
Bu joyda quvib o'tishga ruxsat etilganmi?,Бу жойда қувиб ўтишга рухсат етилганми?,"{""Quvib o'tilayotgan transport vositasi 40 km/s dan kam tezlik bilan harakatlanganda ruxsat etiladi"",""Taqiqlanadi"",""Agar quvib o'tish temir yo'l kesishmasigacha tugasa, ruxsat etiladi""}","{""Қувиб ўтилаётган транспорт воситаси 40 км/с дан кам тезлик билан ҳаракатланганда рухсат етилади"",""Тақиқланади"",""Агар қувиб ўтиш темир ёл кесишмасигача тугаса, рухсат етилади""}",1,https://ptest.uz/images/23843879-b00d-4832-a5d0-84a92bc804db.webp,22-BILET,300,,,,
Ishlamayotgan boshqaruv ruli bilan to'xtab turish yoki tamirlash joyiga borishga ruxsat etiladimi?,Ишламаётган бошқарув рули билан тўхтаб туриш ёки тамирлаш жойига боришга рухсат етиладими?,"{""Qattiq ulagichda shatakka olinganda ruxsat etiladi"",""Harakat havfsizligini taminlovchi tezlikda ruxsat etiladi"",""Taqiqlanadi""}","{""Қаттиқ улагичда шатакка олинганда рухсат етилади"",""Ҳаракат ҳавфсизлигини таминловчи тезликда рухсат етилади"",""Тақиқланади""}",2,https://postimg.cc/Dmfk0bYv,22-BILET,300,,,,
Bu belgida qaysi yuk avtomobili harakatni davom ettirishi mumkin?,Бу белгида қайси юк автомобили ҳаракатни давом еттириши мумкин?,"{""8 tonnagacha yuk ortgan avtomobil"",""8 tonna yuk ko'tarish quvvatiga ega bo'lgan bo'sh avtomobil"",""Ruxsat etilgan to'la vazni 8 tonnadan ortiq bo'lmagan avtomobil""}","{""8 тоннагача юк ортган автомобил"",""8 тонна юк кўтариш қувватига ега бўлган бўш автомобил"",""Рухсат етилган тўла вазни 8 тоннадан ортиқ бўлмаган автомобил""}",2,https://ptest.uz/images/80dff73e-7d0f-4908-9432-3acd4dbe2b6e.webp,22-BILET,300,,,,
Qayta tizilishda haydovchi boshqa transport vositalariga yo'l berishi kerakmi?,Қайта тизилишда ҳайдовчи бошқа транспорт воситаларига ёл бериши керакми?,"{""Kerak, agar transport vositasi qo'shni bo'lak bo'yicha yo'lakay harakat qilsa"",""Kerak emas"",""O'zaro qayta tizilishda barcha hollarda kerak""}","{""Керак, агар транспорт воситаси қўшни бўлак бўйича ёлакай ҳаракат қилса"",""Керак емас"",""Ўзаро қайта тизилишда барча ҳолларда керак""}",0,https://postimg.cc/Dmfk0bYv,22-BILET,300,,,,
Tyagach haydovchisi nima qilishi kerak?,Тягач ҳайдовчиси нима қилиши керак?,"{""Xavfli burilishdan 100 metr o'tib turib to'xtash va orqasida to'plangan transport vositalarini o'tkazib yuborishi"",""O'sha tezlik bilan harakatni davom ettirishi"",""Qo'li bilan o'zini ro'para bo'lakdan quvib o'tishlari haqida ishora qilishi kerak""}","{""Хавфли бурилишдан 100 метр ўтиб туриб тўхташ ва орқасида тўпланган транспорт воситаларини ўтказиб юбориши"",""Ўша тезлик билан ҳаракатни давом еттириши"",""Қўли билан ўзини рўпара бўлакдан қувиб ўтишлари ҳақида ишора қилиши керак""}",0,https://ptest.uz/images/3ad7e0d6-5ea1-4d19-8e82-8e73e6a49f83.webp,22-BILET,300,,,,
Qaysi belgi kesishadigan yo'l bo'ylab harakat qilayotgan transport vositalariga yo'l berish majburiyatini yuklaydi?,Қайси белги кесишадиган ёл бўйлаб ҳаракат қилаётган транспорт воситаларига ёл бериш мажбуриятини юклайди?,"{""1"",""2"",""3"",""4"",""5""}","{""1"",""2"",""3"",""4"",""5""}",3,https://ptest.uz/images/5277d174-31ff-41a8-9697-2330ee2fda26.webp,22-BILET,300,,,,
Uch bo'lakli bo'lgan ikki tomonlama harakatlanadigan yo'llarda ro'paradagi harakat uchun mo'ljallangan chetki chap bo'lakka o'tishga ruxsat etiladimi?,Уч бўлакли бўлган икки томонлама ҳаракатланадиган ёлларда рўпарадаги ҳаракат учун мўлжалланган четки чап бўлакка ўтишга рухсат етиладими?,"{""Quvib o'tish uchun ruxsat etiladi"",""Barcha hollarda ruxsat etiladi"",""Taqiqlanadi""}","{""Қувиб ўтиш учун рухсат етилади"",""Барча ҳолларда рухсат етилади"",""Тақиқланади""}",2,https://postimg.cc/Dmfk0bYv,23-BILET,300,,,,
Qayta tizilish oldidan ogohlantiruvchi ishora qachon berilishi kerak?,Қайта тизилиш олдидан огоҳлантирувчи ишора қачон берилиши керак?,"{""Bevosita manyovrni bajarishni boshlash oldidan"",""Manyovrni bajarishni boshlagandan so'ng zudlik bilan"",""Manyovrni bajarishni boshlamasidan oldinroq""}","{""Бевосита манёврни бажаришни бошлаш олдидан"",""Манёврни бажаришни бошлагандан сўнг зудлик билан"",""Манёврни бажаришни бошламасидан олдинроқ""}",2,https://postimg.cc/Dmfk0bYv,23-BILET,300,,,,
Transport vositalari chorrahani quyidagi tartibda kesib o'tadilar:,Транспорт воситалари чорраҳани қуйидаги тартибда кесиб ўтадилар:,"{""Qizil avtomobil, tramvay ayni vaqtda yashil avtomobil bilan"",""Tramvay, qizil, yashil avtomobillar"",""Tramvay, ayni vaqtda yashil avtomobil, qizil avtomobil""}","{""Қизил автомобил, трамвай айни вақтда яшил автомобил билан"",""Трамвай, қизил, яшил автомобиллар"",""Трамвай, айни вақтда яшил автомобил, қизил автомобил""}",0,https://ptest.uz/images/9fdaf374-1436-46d3-91b6-9657d5370647.webp,23-BILET,300,,,,
