question,question_cyrl,answers,answers_cyrl,correct_answer,image_url,category,time_limit,audio_url,audio_url_cyrl,explanation_text,explanation_text_cyrl
Yo'l transport hodisasi-,Йўл транспорт ҳодисаси-,"{""Transport vositasining yo'lda harakatlanishi jarayonida ro'y bergan, fuqarolarning halok bo'lishiga yoki sog'ligiga zarar yetishiga, transport vositalari, inshootlar, yuklarning shikastlanishi yoxud boshqa moddiy zarar yetishiga sabab bo'lgan hodisa"",""Yo'l harakati qatnashchilarining yo'l-transport hodisalari va ularning oqibatlaridan himoyalanganlik darajasini aks yettiruvchi yo'l harakati holati""}","{""Транспорт воситасининг йўлда ҳаракатланиши жараёнида рўй берган, фуқароларнинг ҳалок бўлишига ёки соғлигига зарар етишига, транспорт воситалари, иншоотлар, юкларнинг шикастланиши ёхуд бошқа моддий зарар етишига сабаб бўлган ҳодиса"",""Йўл ҳаракати қатнашчиларининг йўл-транспорт ҳодисалари ва уларнинг оқибатларидан ҳимояланганлик даражасини акс еттирувчи йўл ҳаракати ҳолати""}",0,https://postimg.cc/Dmfk0bYv,Bilet 41-50,300,,,,
Moped haydovchilariga ruxsat beriladi:,Мопед ҳайдовчиларига рухсат берилади:,"{""Faqat yo'lning chetki o'ng bo'lagida o'ng tomonidan bir qator bo'lib harakatlanishiga"",""Faqat yo'l yoqasidan harakatlanishiga, agar piyodalarga xalaqit bermasa"",""Barcha sanab o'tilgan holatlarga""}","{""Фақат йўлнинг четки ўнг бўлагида ўнг томонидан бир қатор бўлиб ҳаракатланишига"",""Фақат йўл ёқасидан ҳаракатланишига, агар пиёдаларга халақит бермаса"",""Барча санаб ўтилган ҳолатларга""}",2,https://postimg.cc/Dmfk0bYv,Bilet 41-50,300,,,,
Moped haydovchilariga ruxsat beriladi:,Мопед ҳайдовчиларига рухсат берилади:,"{""Faqat yo'lning chetki o'ng bo'lagida o'ng tomonidan bir qator bo'lib harakatlanishiga"",""Faqat yo'l yoqasidan harakatlanishiga, agar piyodalarga xalaqit bermasa"",""Barcha sanab o'tilgan holatlarga""}","{""Фақат йўлнинг четки ўнг бўлагида ўнг томонидан бир қатор бўлиб ҳаракатланишига"",""Фақат йўл ёқасидан ҳаракатланишига, агар пиёдаларга халақит бермаса"",""Барча санаб ўтилган ҳолатларга""}",1,https://ptest.uz/images/d3d29def-9a7b-4ede-b06d-3db5083e28bf.webp,Bilet 41-50,300,,,,
Svetaforning qizil yoki sariq ishorasi bilan bir vaqtda yongan qo'shimcha tarmoqning yo'naltirgichi yashil ishorasi yo'nalishida harakatlanayotgan transport vositasining haydovchisi kimga yo'l berishi kerak?,Светафорнинг қизил ёки сариқ ишораси билан бир вақтда ёнган қўшимча тармоқнинг йўналтиргичи яшил ишораси йўналишида ҳаракатланаётган транспорт воситасининг ҳайдовчиси кимга йўл бериши керак?,"{""Boshqa yo'nalishlarda harakatlanayotgan transportvositalariga"",""O'ngdan kelayotgan transportvositalariga"",""Qarama qarshi yo'nalishda to'g'riga yoki o'ngga harakatlanayotgan transport vositalariga""}","{""Бошқа йўналишларда ҳаракатланаётган транспортвоситаларига"",""Ўнгдан келаётган транспортвоситаларига"",""Қарама қарши йўналишда тўғрига ёки ўнгга ҳаракатланаётган транспорт воситаларига""}",0,https://postimg.cc/Dmfk0bYv,Bilet 41-50,300,,,,
Ko'rsatilgan yo'l belgilaridan qaysi biri taqiqlovchi belgilar ilgari kiritgan barcha cheklovlarni bekor qiladi?,Кўрсатилган йўл белгиларидан қайси бири таъқиқловчи белгилар илгари киритган барча чекловларни бекор қилади?,"{""V"",""A va B"",""V va G"",""Barchasi""}","{""В"",""А ва Б"",""В ва Г"",""Барчаси""}",0,https://ptest.uz/images/9847aaf1-5276-448e-a774-9ff4584a331f.webp,Bilet 41-50,300,,,,
"G'ildiraklarni yo'l bilan ilashishi yo'qolganda (kuchli yomg'ir, sel yoki suv toshgan yo'l qismlari) haydovchi:","Ғилдиракларни йўл билан илашиши йўқолганда (кучли ёмғир, сел ёки сув тошган йўл қисмлари) ҳайдовчи:","{""Tezlikni oshirish lozim"",""Tormoz tepkisini keskin bosish bilan tezlikni kamaytirish lozim"",""Dvigatel bilan tormozlash orqali tezlikni kamaytirishi lozim""}","{""Тезликни ошириш лозим"",""Тормоз тепкисини кескин босиш билан тезликни камайтириш лозим"",""Двигател билан тормозлаш орқали тезликни камайтириши лозим""}",2,https://postimg.cc/Dmfk0bYv,Bilet 41-50,300,,,,
Siz chorrahada chapga burilishda qaysi transpor vositasiga yo'l berishingiz lozim? Qaysi belgi tartibga solinmagan piyodalar o'tish joyiga yaqinlashayotganlik haqida ogohlantiradi?,Сиз чорраҳада чапга бурилишда қайси транспор воситасига йўл беришингиз лозим? Қайси белги тартибга солинмаган пиёдалар ўтиш жойига яқинлашаётганлик ҳақида огоҳлантиради?,"{""Faqat A"",""A va B"",""Hammasi""}","{""Фақат А"",""А ва Б"",""Ҳаммаси""}",0,https://ptest.uz/images/b2e931d1-9dbc-4449-b4b4-9fe83434af24.webp,Bilet 41-50,300,,,,
Qaysi belgi yo'lning tor qismlarida ro'paradan kelayotgan transport vositasiga yo'l berish lozimligini bildiradi?,Қайси белги йўлнинг тор қисмларида рўпарадан келаётган транспорт воситасига йўл бериш лозимлигини билдиради?,"{""A"",""B"",""B va V"",""A va G"",""G""}","{""А"",""Б"",""Б ва В"",""А ва Г"",""Г""}",0,https://ptest.uz/images/9c242450-9b41-46e1-8370-b83f58756589.webp,Bilet 41-50,300,,,,
Piyodalar o'tish joyi – bu...,Пиёдалар ўтиш жойи – бу...,"{""Yo'l qatnov qismining piyodalar kesib o'tishi mo'ljallangan, 5.16.1, 5.16.2 yo'l belgilari va 1.14.1-1.14.3 yo'l chiziqlari bilan ajratilgan bo'lagi."",""Yo'lning piyodalar harakatlanishi uchun mo'ljallangan va transport vositalari harakati taqiqlangan qismi."",""Qatnov qismiga tutashgan yoki undan maysazor ariq maxsus to'siqlar bilan ajratilgan va piyodalarning va piyodalarning harakatlanishi uchun mo'ljallangan yo'l qismi""}","{""Йўл қатнов қисмининг пиёдалар кесиб ўтиши мўлжалланган, 5.16.1, 5.16.2 йўл белгилари ва 1.14.1-1.14.3 йўл чизиқлари билан ажратилган бўлаги."",""Йўлнинг пиёдалар ҳаракатланиши учун мўлжалланган ва транспорт воситалари ҳаракати таъқиқланган қисми."",""Қатнов қисмига туташган ёки ундан майсазор ариқ махсус тўсиқлар билан ажратилган ва пиёдаларнинг ва пиёдаларнинг ҳаракатланиши учун мўлжалланган йўл қисми""}",0,https://postimg.cc/Dmfk0bYv,Bilet 41-50,300,,,,
Bosh miya jarohatlanishining asosiy alomatlari:,Бош мия жароҳатланишининг асосий аломатлари:,"{""Hushdan ketish bir necha soniyadan birnecha soatgacha bo'lishi mumkin"",""Qayt qilish bir-ikki marta, og'ir holatlarda ko'proq bo'lishi mumkin"",""Amneziya – xotiraning yo'qolishi,sodir bo'lgan jarohatlanish bilan bog'liq va hayotdagi bazi voqealar xotirasidan o'chadi"",""Barchasi holatlar to'g'ri""}","{""Ҳушдан кетиш бир неча сониядан бирнеча соатгача бўлиши мумкин"",""Қайт қилиш бир-икки марта, оғир ҳолатларда кўпроқ бўлиши мумкин"",""Амнезия – хотиранинг йўқолиши,содир бўлган жароҳатланиш билан боғлиқ ва ҳаётдаги баъзи воқеалар хотирасидан ўчади"",""Барчаси ҳолатлар тўғри""}",3,https://postimg.cc/Dmfk0bYv,Bilet 41-50,300,,,,
42-BILET Chorrahadan tashqaridagi tartibga solinmagan velosiped yo'lkasi bilan yo'l kesishmasida kim yo'l berishi kerak?,42-BILET Чорраҳадан ташқаридаги тартибга солинмаган велосипед йўлкаси билан йўл кесишмасида ким йўл бериши керак?,"{""Transport vositalari haydovchilari"",""Velosiped yo'lkasidan harakatlanayotgan velosiped va moped haydovchilari""}","{""Транспорт воситалари ҳайдовчилари"",""Велосипед йўлкасидан ҳаракатланаётган велосипед ва мопед ҳайдовчилари""}",1,https://postimg.cc/Dmfk0bYv,Bilet 41-50,300,,,,
"Avtomobillarning bir qator bo'lib harakatlanishi uchun yetarlicha keng bo'lgan, yo'l chiziqlari bilan belgilangan yoki belgilanmagan yo'l qatnov qismining har qanday bo'ylama bo'lagi nima deb ataladi?","Автомобилларнинг бир қатор бўлиб ҳаракатланиши учун етарлича кенг бўлган, йўл чизиқлари билан белгиланган ёки белгиланмаган йўл қатнов қисмининг ҳар қандай бўйлама бўлаги нима деб аталади?","{""Qatnov qismi"",""Harakatlanish tasmasi"",""Yo'l yoqasi"",""Yondosh hudud""}","{""Қатнов қисми"",""Ҳаракатланиш тасмаси"",""Йўл ёқаси"",""Ёндош ҳудуд""}",1,https://postimg.cc/Dmfk0bYv,Bilet 41-50,300,,,,
Shokning belgilari:,Шокнинг белгилари:,"{""Teri va shilliq qavatlarining oqarishi"",""Kuchli ter ajralishi"",""Og'iz qurishi chanqoqlik naqas olishning tezlashuvi"",""Barcha holatlar to'g'ri""}","{""Тери ва шиллиқ қаватларининг оқариши"",""Кучли тер ажралиши"",""Оғиз қуриши чанқоқлик нақас олишнинг тезлашуви"",""Барча ҳолатлар тўғри""}",3,https://postimg.cc/Dmfk0bYv,Bilet 41-50,300,,,,
Bosh miya jarohatlanishining quyidagi alomatlar bilan harakterlanadi:,Бош мия жароҳатланишининг қуйидаги аломатлар билан ҳарактерланади:,"{""Hushdan ketish bir necha soniyadan bir necha soatgacha bo'lishi mumkin"",""Qayt qilish bir-ikki marta, og'ir holatlarda ko'proq bo'lishi mumkin"",""Amneziya – hotiraning yo'qolishi, sodir bo'lgan jarohatlanish bilan bog'liq va hayotdagi bazi voqealar xotirasidan o'chadi"",""Yuqoridagi barcha holatlar""}","{""Ҳушдан кетиш бир неча сониядан бир неча соатгача бўлиши мумкин"",""Қайт қилиш бир-икки марта, оғир ҳолатларда кўпроқ бўлиши мумкин"",""Амнезия – ҳотиранинг йўқолиши, содир бўлган жароҳатланиш билан боғлиқ ва ҳаётдаги баъзи воқеалар хотирасидан ўчади"",""Юқоридаги барча ҳолатлар""}",3,https://postimg.cc/Dmfk0bYv,Bilet 41-50,300,,,,
Qaysi belgi velosiped yo'lkasini ko'rsatadi?,Қайси белги велосипед йўлкасини кўрсатади?,"{""A"",""V"",""S""}","{""А"",""В"",""С""}",2,https://ptest.uz/images/c047375a-1dc9-4725-83b9-b6d689ca9a1c.webp,Bilet 41-50,300,,,,
Transport vositalarini qatnov qismining kengaytirilmagan joylarida qanday tartibda to'xtash va to'xtab turishga ruxsat etiladi?,Транспорт воситаларини қатнов қисмининг кенгайтирилмаган жойларида қандай тартибда тўхташ ва тўхтаб туришга рухсат этилади?,"{""Burchak ostida"",""Parallel ravishda"",""Istalgan usulda""}","{""Бурчак остида"",""Параллел равишда"",""Исталган усулда""}",1,https://postimg.cc/Dmfk0bYv,Bilet 41-50,300,,,,
Xavfsiz oraliq masofani ko'rsating,Хавфсиз оралиқ масофани кўрсатинг,"{""A va V"",""V"",""B""}","{""А ва В"",""В"",""Б""}",2,https://ptest.uz/images/b796fa6d-504a-4677-88cc-5a8c04869e29.webp,Bilet 41-50,300,,,,
"Agar haydovchi keskin tormoz bermasdan harakatni to'xtata olmasa, svetaforning yashil ishorasidan keyin yongan sariq ishorasida harakatni davom ettirishga ruxsat beriladimi?","Агар ҳайдовчи кескин тормоз бермасдан ҳаракатни тўхтата олмаса, светафорнинг яшил ишорасидан кейин ёнган сариқ ишорасида ҳаракатни давом эттиришга рухсат бериладими?","{""Ruxsat etiladi"",""Taqiqlanadi""}","{""Рухсат этилади"",""Таъқиқланади""}",0,https://postimg.cc/Dmfk0bYv,Bilet 41-50,300,,,,
Harakatlanish qaysi yo'nalishga ruxsat yetilgan?,Ҳаракатланиш қайси йўналишга рухсат етилган?,"{""Harakatlanish taqiqlanadi"",""Faqat to'g'riga"",""Faqat to'g'riga va o'ngga"",""Barcha yo'nalishda ruxsat etiladi""}","{""Ҳаракатланиш тақиқланади"",""Фақат тўғрига"",""Фақат тўғрига ва ўнгга"",""Барча йўналишда рухсат этилади""}",0,https://ptest.uz/images/2f54e9d4-bedb-45f1-884f-195228bde332.webp,Bilet 41-50,300,,,,
"Qaysi belgi ""Xavfli yuk tashiyotgan transport vositalarining harakatlanishini taqiqlangan"" deb nomlanadi?","Қайси белги ""Хавфли юк ташиётган транспорт воситаларининг ҳаракатланишини таъқиқланган"" деб номланади?","{""A"",""V"",""S""}","{""А"",""В"",""С""}",2,https://ptest.uz/images/37a568fa-79bb-406b-bcdb-2ff6ee16da44.webp,Bilet 41-50,300,,,,
Ushbu belgi qaysi turdagi transport vositalarini to'xtamasdan o'tishlarini taqiqlaydi?,Ушбу белги қайси турдаги транспорт воситаларини тўхтамасдан ўтишларини таъқиқлайди?,"{""Yuk avtomobillarini"",""Yengil avtomobillarni"",""Barcha turdagi transport vositalarini""}","{""Юк автомобилларини"",""Енгил автомобилларни"",""Барча турдаги транспорт воситаларини""}",2,https://ptest.uz/images/a30a0814-36c8-4034-ab57-e4b04fbcb3d6.webp,Bilet 41-50,300,,,,
Qaysi belgilar yuk avtomobillariga quvib o'tish taqiqlangan hududning oxirini bildiradi?,Қайси белгилар юк автомобилларига қувиб ўтиш тақиқланган ҳудуднинг охирини билдиради?,"{""A"",""B"",""A va B"",""A, B, V""}","{""А"",""Б"",""А ва Б"",""А, Б, В""}",3,https://ptest.uz/images/509d5dee-8478-4203-93f6-97cd0714f90d.webp,Bilet 41-50,300,,,,
"Qaysi belgi to'xtash chizig'i oldida, u bo'lmaganda, kesib o'tiladigan qatnov qismining chetida to'xtamasdan harakatlanishni taqiqlaydi?","Қайси белги тўхташ чизиғи олдида, у бўлмаганда, кесиб ўтиладиган қатнов қисмининг четида тўхтамасдан ҳаракатланишни таъқиқлайди?","{""A"",""B"",""B va V"",""A va G"",""G""}","{""А"",""Б"",""Б ва В"",""А ва Г"",""Г""}",1,https://ptest.uz/images/3ad8fa50-b6a2-40de-b0de-6980dc135596.webp,Bilet 41-50,300,,,,
Ushbu chorrahada kim yo'l beradi?,Ушбу чорраҳада ким йўл беради?,"{""Ko'k avtomobil"",""Motosikl va sariq avtomobil""}","{""Кўк автомобил"",""Мотосикл ва сариқ автомобил""}",0,https://ptest.uz/images/7a7ffd3e-eadc-4eb7-abb7-a84f227d5d35.webp,Bilet 41-50,300,,,,
Yo'l harakati xavfsizligini taminlash - ...,Йўл ҳаракати хавфсизлигини таъминлаш - ...,"{""Yo'l transport hodisalarining kelib chiqish sabablarini oldini olishga, ularning og'ir oqibatlarini kamaytirishga qaratilgan faoliyat"",""Yo'llarda harakatni boshqarish bo'yicha huquqiy, tashkiliy – texnikaviy tadbirlar va boshqaruv harakatlari majmui.""}","{""Йўл транспорт ҳодисаларининг келиб чиқиш сабабларини олдини олишга, уларнинг оғир оқибатларини камайтиришга қаратилган фаолият"",""Йўлларда ҳаракатни бошқариш бўйича ҳуқуқий, ташкилий – техникавий тадбирлар ва бошқарув ҳаракатлари мажмуи.""}",0,https://postimg.cc/Dmfk0bYv,Bilet 41-50,300,,,,
Chorraha bu - ...,Чорраҳа бу - ...,"{""Bevosita yo'lga tutashgan va transport vositalari o'tib ketishi uchun mo'ljallanmagan hudud (hovlilar, turar joy dahalari, avtomobil to'xtab turish joylari, yonilg'i quyish shaxobchalari, korxona va shunga o'xshashlar)"",""Yo'llarning o'zaro bir sathda kesishadigan, tutashadigan va ayriladigan joyi"",""Yo'lning relssiz transport vositalari harakati uchun mo'ljallangan qismi""}","{""Бевосита йўлга туташган ва транспорт воситалари ўтиб кетиши учун мўлжалланмаган ҳудуд (ҳовлилар, турар жой даҳалари, автомобил тўхтаб туриш жойлари, ёнилғи қуйиш шахобчалари, корхона ва шунга ўхшашлар)"",""Йўлларнинг ўзаро бир сатҳда кесишадиган, туташадиган ва айриладиган жойи"",""Йўлнинг релссиз транспорт воситалари ҳаракати учун мўлжалланган қисми""}",1,https://postimg.cc/Dmfk0bYv,Bilet 41-50,300,,,,
Ushbu holatda qaysi transport vositasi yo'l berishi kerak?,Ушбу ҳолатда қайси транспорт воситаси йўл бериши керак?,"{""Yengil avtomobil"",""Avtobus""}","{""Енгил автомобил"",""Автобус""}",1,https://ptest.uz/images/dbfe352e-b69e-4ac8-bc12-02ffa6bdd904.webp,Bilet 41-50,300,,,,
Hayvonlarni yo'lda haydab borishga qoidaga ko'ra ruxsat etiladi,Ҳайвонларни йўлда ҳайдаб боришга қоидага кўра рухсат этилади,"{""Kunning yorug' vaqtida."",""Kunning qorong'u vaqtida."",""Istalgan vaqtda.""}","{""Куннинг ёруғ вақтида."",""Куннинг қоронғу вақтида."",""Исталган вақтда.""}",0,https://postimg.cc/Dmfk0bYv,Bilet 41-50,300,,,,
Quvib o'tishga taalluqli belgilarni ko'rsating?,Қувиб ўтишга тааллуқли белгиларни кўрсатинг?,"{""A va B"",""B va S"",""A va S""}","{""А ва Б"",""Б ва С"",""А ва С""}",2,https://ptest.uz/images/eb605b84-ca56-41b7-8ff5-60de6b6d54dc.webp,Bilet 41-50,300,,,,
Svetaforning miltillovchi sariq ishorasi nima haqida ogohlantiradi?,Светафорнинг милтилловчи сариқ ишораси нима ҳақида огоҳлантиради?,"{""Harakatlanishga ruxsat beradi"",""Chorraha tartibga solinmaganligi to'g'risida"",""Barcha javoblar to'g'ri""}","{""Ҳаракатланишга рухсат беради"",""Чорраҳа тартибга солинмаганлиги тўғрисида"",""Барча жавоблар тўғри""}",2,https://postimg.cc/Dmfk0bYv,Bilet 41-50,300,,,,
Chorrahadan tashqaridagi tartibga solinmagan velosiped yo'lkasi bilan yo'l kesishmasida kim yo'l berishi kerak?,Чорраҳадан ташқаридаги тартибга солинмаган велосипед йўлкаси билан йўл кесишмасида ким йўл бериши керак?,"{""Transport vositalari haydovchilari"",""""}","{""Транспорт воситалари ҳайдовчилари"",""""}",1,https://postimg.cc/Dmfk0bYv,Bilet 41-50,300,,,,
"Velosiped yo'lkasidan harakatlanayotgan velosiped va moped haydovchilari 43- BILET O'zbekcha O'zbekcha ""Imtiyoz"" atamasiga tegishli tarifni ko'rsating","Велосипед йўлкасидан ҳаракатланаётган велосипед ва мопед ҳайдовчилари 43- BILET O'zbekcha Ўзбекча ""Имтиёз"" атамасига тегишли таърифни кўрсатинг","{""Yo'l harakati qatnashchilariga nisbatan imtiyozi bo'lgan boshqa yo'l harakati qatnashchisining harakat yo'nalishi yoki tezligini o'zgartirishga majbur yetishimumkin bo'lgan hollarda harakatni davom mumkin bo'lgan hollarda harakatni davom yettirmasligini yoki boshlamasligini, biror-bir manyovr bajarishi mumkin yemasligini bildiruvchi talab"",""Mo'ljallangan yo'nalishda boshqa yo'l harakati qatnashchilariga nisbatan oldin harakatlanish huquqi""}","{""Йўл ҳаракати қатнашчиларига нисбатан имтиёзи бўлган бошқа йўл ҳаракати қатнашчисининг ҳаракат йўналиши ёки тезлигини ўзгартиришга мажбур етишимумкин бўлган ҳолларда ҳаракатни давом мумкин бўлган ҳолларда ҳаракатни давом еттирмаслигини ёки бошламаслигини, бирор-бир манёвр бажариши мумкин емаслигини билдирувчи талаб"",""Мўлжалланган йўналишда бошқа йўл ҳаракати қатнашчиларига нисбатан олдин ҳаракатланиш ҳуқуқи""}",1,https://postimg.cc/Dmfk0bYv,Bilet 41-50,300,,,,
"Quyidagi izoh qaysi atamaga tegishli? Texnik nuqson, tashilayotgan yuk, haydovchi va yo'lovchining holati, yo'ldagi biror to'siq tufayli xavf yuzaga kelganda yoxud ob-havo sharoitiga bog'liq holda transpor vositasi harakatini to'xtatish","Қуйидаги изоҳ қайси атамага тегишли? Техник нуқсон, ташилаётган юк, ҳайдовчи ва йўловчининг ҳолати, йўлдаги бирор тўсиқ туфайли хавф юзага келганда ёхуд об-ҳаво шароитига боғлиқ ҳолда транспор воситаси ҳаракатини тўхтатиш","{""Yo'l transport hodisasi"",""Yo'l harakati xavfsizligini taminlash"",""Majburiy to'xtash""}","{""Йўл транспорт ҳодисаси"",""Йўл ҳаракати хавфсизлигини таъминлаш"",""Мажбурий тўхташ""}",2,https://postimg.cc/Dmfk0bYv,Bilet 41-50,300,,,,
Qaysi belgi svetaforning (tartibga soluvchining) taqiqlovchi ishorasida transport vositalari to'xtaydigan joyni bildiradi?,Қайси белги светафорнинг (тартибга солувчининг) тақиқловчи ишорасида транспорт воситалари тўхтайдиган жойни билдиради?,"{""A"",""B"",""V"",""G""}","{""А"",""Б"",""В"",""Г""}",2,https://ptest.uz/images/3c6ede71-3580-4951-98d7-dc72d1f9ec53.webp,Bilet 41-50,300,,,,
Turar joy dahalaridan chiqishda haydovchilar:,Турар жой даҳаларидан чиқишда ҳайдовчилар:,"{""Boshqa harakat qatnashchilariga yo'l berishi kerak"",""Boshqa harakat qatnashchilariga nisbatan imtiyozga yega""}","{""Бошқа ҳаракат қатнашчиларига йўл бериши керак"",""Бошқа ҳаракат қатнашчиларига нисбатан имтиёзга ега""}",0,https://postimg.cc/Dmfk0bYv,Bilet 41-50,300,,,,
Qaysi belgi falokatli holatlar uchun kirish yo'lini bildiradi?,Қайси белги фалокатли ҳолатлар учун кириш йўлини билдиради?,"{""A va D"",""V"",""S""}","{""А ва Д"",""В"",""С""}",1,https://ptest.uz/images/5c0106e7-4129-440c-a428-af440c3a6009.webp,Bilet 41-50,300,,,,
