numeration,question,answers,correct_answer,image_url,time_limit,audio_url,explanation_text
question_1011,O'zib ketish deb nimaga aytiladi ?,"{""Transport vositasining bir yonalishda transport vositasi tezligidan ortiq tezlikda harakatlanishi"",""Qarama - qarshi yonalishda harakatlanish uchun moljallangan tasmaga chiqib,songra ilgari egallagan qatoriga qaytib o'tish bilan bog'liq bolgan harakat"",""Kam tezlik bilan qo'shni qatorda harakatlanayotgan bir yoki bir nechta transport vositasidan o'zib ketish""}",0,https://postimg.cc/Dmfk0bYv,300,,YHQ umumiy qoidalar: O'zib ketish - transport vositasining o tayotgan transport vositasining tezligidan yuqori tezlikda o'zib ketish.
question_1012,To'siq deb nimaga aytiladi?,"{""Yolning qatnov qismida harakatsiz holda bolgan jism"",""Tirbandlik tufayli qatnov qismida to'xtab turgan transport vositasi"",""Yol harakati xavfsizligiga xavf soluvchi har qanday omil""}",0,https://postimg.cc/Dmfk0bYv,300,,"YHQ umumiy qoidalar: To'siq - yo'Ining qatnov qismida harakatsiz holda bo'lgan jism (buzilib qolgan transport vositasi, tushib qolgan yuk, yiqilgan daraxt va boshqalar)."
question_1013,Qayta tizilish deb nimaga aytiladi?,"{""Dastlabki harakat yonalishini saqlagan holda o'z harakatlanish tasmasidan boshqa harakatlanish qatoriga otish"",""Qatnov qismining maxsus ajratilgan, 5.35 - 5.37 yol belgilari, 1.9 yol chizig'i bilan belgilangan va ustida reversiv svetofor ornatilgan bolagida harakatlanish yonalishini qarama-qarshi tomonga o'zgartirish"",""Xavf tug'ilganda yoldagi boshqa harakat qatnashchilarining harakatlanishiga to'sqinlik qilmaslik uchun haydovchilar tomonidan bajariladigan harakat(manyovr)""}",0,https://postimg.cc/Dmfk0bYv,300,,YHQ umumiy qoidalar: Qayta tizilish - dastlabki harakat yo nalishini saqlagan holda o'z harakatlanish tasmasidan boshqa harakatlanish qatoriga o tish.
question_1014,Quyidagi javoblardan qaysi birida «Xavf» atamasining to'g'ri ta'rifi ko'rsatilgan?,"{""Yol harakati xavfsizligiga xavf soluvchi har qanday omil"",""Yol harakati qatnashchilarining yonalishini o'zgartirishga majbur qiladigan har qanday to'siq"",""Yol harakati jarayonidan osha yo nalishda va o'sha tezlikda harakatlanishni davom ettirish yol transport hodisasi sodir b li hi t hdid l di il""}",0,https://postimg.cc/Dmfk0bYv,300,,YHQ umumiy qoidalar: Xavf - yo'l harakati xavfsizligiga xavf soluvchi har qanday omil.
question_1015,"Yengil avtomobilning tom qismiga ornatilgan yukxonasida yuk tashishda, yukning uzunligi avtomobilning gabaritidan necha metrdan oshmasa tashishga yol qo'yiladi?","{""2 metr"",""1 metr"",""1.2 metr"",""0.5 metr""}",3,https://postimg.cc/Dmfk0bYv,300,,"YHQ 27-bobi 162-bandi: Yengil avtomobilning tom qismiga o'rnatilgan yukxonasidagi yukning balandligi 1 metrdan (maxsus moslamalar bilan mustahkamlangan holda velosipedlar va individual harakatlanish vositalarini tashish bundan mustasno) va uzunligi avtomobilning gabaritidan 0,5 metrdan oshmasa yukni tashishga ruxsat beriladi."
question_1016,Piyodalar otish joyiga qancha masofa yetmasdan to'xtash va to'xtab turishga ruxsat beriladi?,"{""3 metr"",""5 metr"",""10 metr""}",2,https://postimg.cc/Dmfk0bYv,300,,YHQ 13-bobi 91-bandi: To'xtash taqiqlanadi: Piyodalar o tish joylarida va ulardan oldin 10 metrdan kam masofa qolganda.
question_1017,Bekat maydonchalaridan harakatlanish yo nalishi boylab qanchadan kam masofada (yetmasdan va o'tib ketib) to'xtash va to'xtab turish taqiqlanadi?,"{""25 metr"",""30 metr"",""15 metr"",""20 metr""}",2,https://postimg.cc/Dmfk0bYv,300,,"YHQ 13-bobi 91-bandi: To'xtash taqiqlanadi: Bekat maydonchalarida, yo'nalishli transport vositalari to'xtash joylarida, jumladan, 1.17 chizigi bilan belgilangan, ular bo lmaganda esa yo nalishli transport vositalari to'xtash joyi bo'ylab (etmasdan va o'tib ketib) 15 metrdan kam masofada (yo'nalishli transport vositalari harakatiga xalaqit bermasa yo lovchilarni chiqarish yoki tushirish uchun to xtash bundan mustasno)."
question_1018,Korsatilgan joyda to'xtashga ruxsat etiladimi ?,"{""Taqiqlanadi"",""Ruxsat etiladi""}",0,https://lgacbbewpuzeyxijzfii.supabase.co/storage/v1/object/public/test-images/question-1018.jpg,300,,YHQ 2-ilovasi 1-bolimining oltinchi xatboshisiga asosan: 1.4 - to xtash taqiqlangan joyni bildiradi. Yakka holda yoki 3.27 «To'xtash taqiqlangan» yo'l belgisi bilan qollaniladi hamda yo Ining qatnov qismi chetiga yoki yo'l chetidagi to'siq ustidan chiziladi.
question_1019,Mazkur yol belgisi:,"{""Doimiy belgi hisoblanadi"",""Vaqtinchalik belgi hisoblanadi"",""Mavsumiy belgi hisoblanadi""}",1,https://lgacbbewpuzeyxijzfii.supabase.co/storage/v1/object/public/test-images/question-1019.jpg,300,,"Vaqtincha (ko'chma tirgakdagi) va doimiy belgilar ma'no jihatidan bir-biriga zid kelgan hollarda haydovchilar vaqtincha o'rnatilgan belgilarga amal gilishlari kerak. 1,8 1.15, 1.16, 1.31, 1.17, 1.18.1 - 1.18.3, 1.21, 1.30, 2.6, 2.7, 3.1, 3.2, 3.11 - 3.16, 3.18.1 - 3.18.25 yo'l belgilari vaqtincha yo'l belgilari sifatida belgilanishi mumkin. Vaqtincha l b l il i i d b l di"
question_1020,Qoidalarga ko'ra shatakka olish vaqtida bir-biriga ulangan transport vositalari tarkibining qanday umumiy uzunligiga yol qo'yiladi?,"{""20 m"",""21 m"",""22 m"",""23 m"",""24 m""}",0,https://postimg.cc/Dmfk0bYv,300,,YHQ 24-bobi 145-bandi: Shatakka olish quyidagi holatlarda taqiqlanadi: Shatakka olingan va shatakka olgan transport vositalarining ulagich bilan birga umumiy uzunligi 20 metrdan ortiq bolsa.
question_1021,Mazkur yol belgisi:,"{""Doimiy belgi hisoblanadi"",""Vaqtinchalik belgi hisoblanadi"",""Mavsumiy belgi hisoblanadi""}",1,https://lgacbbewpuzeyxijzfii.supabase.co/storage/v1/object/public/test-images/question-1021.jpg,300,,"YHQ 1 ilova: Vaqtincha (ko'chma tirgakdagi) va doimiy belgilar ma'no jihatidan bir-biriga zid kelgan hollarda haydovchilar vaqtincha o'rnatilgan belgilarga amal qilishlari kerak. 1,8 1.15, 1.16, 1.31, 1.17, 1.18.1 - 1.18.3, 1.21, 1.30, 2.6, 2.7, 3.1, 3.2, 3.11 - 3.16, 3.18.1 - 3.18.25 yol belgilari vaqtincha yo'l belgilari sifatida belgilanishi mumkin. Vaqtincha yol belgilari sariq rangda boladi."
question_1022,Ushbu yol belgisi qanday nomlanadi:,"{""Bir izli temir yol kesishmasi"",""Temir yol kesishmasiga yaqinlashuv"",""Shlagbaumli temir yol kesishmasi""}",1,https://lgacbbewpuzeyxijzfii.supabase.co/storage/v1/object/public/test-images/question-1022.jpg,300,,"YHQ 1 ilova: 1.4.1 - 1.4.6. ""Temir yo'l kesishmasiga yaqinlashuv"". Aholi punktlaridan tashqarida temir yo'l kesishmasiga yaqinlashayotganlik haqida qo'shimcha ogohlantirish beradi."
question_1023,Ushbu belgilaridan qaysilari vaqtinchalik yol belgilari hisoblanadi:,"{""«1» va «4»"",""«2» va «З»"",""«3» va «4»""}",1,https://lgacbbewpuzeyxijzfii.supabase.co/storage/v1/object/public/test-images/question-1023.jpg,300,,"YHQ 1 ilova: Vaqtincha (ko'chma tirgakdagi) va doimiy belgilar ma'no jihatidan bir-biriga zid kelgan hollarda haydovchilar vaqtincha o'rnatilgan belgilarga amal qilishlari kerak. 1,8 1.15, 1.16, 1.31, 1.17, 1.18.1 - 1.18.3, 1.21, 1.30, 2.6, 2.7, 3.1, 3.2, 3.11 - 3.16, 3.18.1 - 3.18.25 yol belgilari vaqtincha yol belgilari sifatida belgilanishi mumkin. Vaqtincha yol belgilari sariq rangda boladi."
question_1024,Qanday hollarda quvib o'tish taqiqlanadi?,"{""Tartibga solingan chorrahalarda"",""Tepalikning oxirida va yolning korinishi cheklangan joylarda"",""Tartibga solinmagan chorrahalarda asosiy hisoblanmaydigan yollarda harakatlanishda"",""Sanab otilgan barcha hollarda""}",3,https://postimg.cc/Dmfk0bYv,300,,"YHQ 12-bobi 86-bandi: Quvib o'tish quyidagi hollarda taqiqlanadi: tartibga solingan chorrahalarda; tartibga solinmaydigan chorrahalarda asosiy hisoblanmaydigan yo llarda harakatlanishda; ko priklarda, yo'l o tkazgichlarda, estakadalarda va ularning ostida; piyodalar o'tish joylarida; temir yo'l kesishmalarida va ulargacha 100 metrdan kam masofa qolganda; quvib yoki aylanib o'tayotgan transport vositalarini; tepalikning oxirida va yolning ko'rinishi cheklangan joylarida; 3.20 va 3.22 yo'l belgilari ta'sir oralig'ida."
question_1025,Quyidagi shaxslarga xavfsizlik kamarini (kanstruksiyasida xavfsizlik kamari nazarda tutilgan transport vositalarida)taqmaslikga ruxsat beriladi:,"{""Avtomobilning orqa o'rindiqdagi 12 yoshgacha bolgan bolalarga"",""Homilador ayollarga"",""Orqaga harakatni amalga oshiryotgan haydovchilarga"",""F1 va F2 javoblar to'g'ri"",""Sanab o'tilgan barcha hollarda""}",4,https://postimg.cc/Dmfk0bYv,300,,"YHQ 2-bobi 9-bandi: Quyidagi shaxslarga xavfsizlik kamarini taqmaslikka ruxsat beriladi: avtomobilning orqa o'rindig'idagi 12 yoshgacha bo'lgan bolalar (ushbu Qoidalarning 159-bandiga muvofiq); homilador ayollar, salomatligi xavfsizlik kamari"
question_1026,Bu belgilardan qaysi biri maktab va maktabgacha ta'lim tashkilotlari oldida o'rnatiladi?,"{""«А»"",""«Б»"",""«В»""}",1,https://lgacbbewpuzeyxijzfii.supabase.co/storage/v1/object/public/test-images/question-1026.jpg,300,,"YHQ 1 ilova: 5.46 ""Maktab"". Maktab yoki maktabgacha ta'lim tashkilotlari oldida o'rnatiladi."
question_1027,"Velosipedlarda yuk tashilganda gabaritidan boyiga va eniga qanchadan ortiq chiqib tursa, yuk tashish taqiqlanadi?","{""0.3 m"",""0.4 m"",""0.5 m"",""1 m""}",2,https://postimg.cc/Dmfk0bYv,300,,"YHQ 28-bobi 168-bandi: Velosipedchilar va individual harakatlanish vositalarini boshgarayotgan shaxslarga quyidagilar taqiqlanadi: rulni ushlamasdan yoki bir qo'lda ushlab harakatlanish (manyovrdan oldin ishoralar berish bundan mustasno); odam tashish (ishonchli oyoq qo'ygich bilan jihozlangan velosipeddagi qo'shimcha o'rindiqda 7 yoshgacha bolgan bolani tashish bundan mustasno); gabaritidan bo'yiga va eniga 0,5 metrdan ortiq chigib turgan yoki boshqarishga xalaqit beradigan yuklarni tashish;"
question_1028,Qaysi yonalish boyicha harakatlanishga ruxsat beriladi?,"{""«А» «Б» «В»"",""«А» «Б» «Г»"",""«Г»""}",2,https://lgacbbewpuzeyxijzfii.supabase.co/storage/v1/object/public/test-images/question-1028.jpg,300,,"YHQ 7-bobi 32-bandi: Yo naltirgich ko'rinishidagi gizil, sariq va yashil rangli svetofor ishoralari ham doirasimon shaklidagi svetofor ishoralari bilan bir xil ma'noga ega bo ladi. Ular faqat ko'rsatilgan yo nalishga ta'sir etadi. Agar tegishli yo'l belgisi bilan qayrilib olish taqiqlanmagan bolsa, chapga burilishga ruxsat beruvchi yo naltirgich qayrilib olishga ham ruxsat beradi. Qo'shimcha tarmoqdagi yashil yo'naltirgich ham xuddi shu ma'noni bildiradi. Svetoforning qo'shimcha tarmoqdagi ishora o'chirilgan bo'lsa, shu tarmoq tartibga solayotgan yo nalishda harakatlanish taqiqlanganligini bildiradi. YHQ 1 ilova: 3.18.2. ""Chapga burilish taqiqlanadi""."
question_1029,"Chorrahadan chapga burilmoqchisiz, sizning harakatingiz:","{""Chorrahadan birinchi o'tish"",""«T» simon svetoforning ruxsat beradigan ishorasini kutish va tramvayga yol berib chapga chiqish"",""Tramvayga yol berish""}",0,https://lgacbbewpuzeyxijzfii.supabase.co/storage/v1/object/public/test-images/question-1029.jpg,300,,"YHQ 7-bobi 36-bandi: Tramvaylarning hamda maxsus ajratilgan tasma bo ylab harakatlanayotgan boshqa yo'nalishli transport vositalarining harakatlanishini tartibga solish uchun ""T"" harfi ko'rinishida joylashgan to'rtta doirasimon oq rang ishorali svetoforlar qo llanilishi mumkin. Yuqoridagi bir yoki bir nechta va pastki ishora bir vaqtning o'zida yonganda, harakatlanishga ruxsat etiladi. Ulardan chapdagisi chapga, ongdagisi ongga, o'rtadagisi to'g'riga yurishga ruxsat beradi. Pastdagi ishora o'chirilib, yuqoridagi uchta ishora bir vagtda yonsa, harakatlanish taqiqlanadi. Yengil avtomobl chorrahadan birinchi o tadi."
question_1030,Mayoqchasi yoqilgan transport vositasiga harakatni tog riga davom ettirishga ruxsat beriladimi?,"{""Ruxsat beriladi"",""Taqiqlanadi""}",1,https://lgacbbewpuzeyxijzfii.supabase.co/storage/v1/object/public/test-images/question-1030.jpg,300,,"YHQ 6-bobi 25-bandi: Yo'l harakatining boshqa ishtirokchilariga nisbatan imtiyozga ega bolishi uchun tezkor va maxsus xizmatlarning transport vositalarida, tezkor va maxsus xizmatlarning kok yoki qizil yoxud kok va gizil rangli yalt-yalt etuvchi mayoqchalar va maxsus tovushli ishora yoqilgan bo'lishi shart. Ular o'zlariga yo'l berilayotganligiga ishonch hosil qilganlaridan so'nggina imtiyozdan foydalanishlari mumkin."
question_1031,Ushbu holatda tramvayning old qismidan yolni kesib o'tishga ruxsat beriladimi?,"{""Ruxsat beriladi"",""Taqiqlanadi"",""Istalgan tomonidan ruxsat beriladi""}",0,https://lgacbbewpuzeyxijzfii.supabase.co/storage/v1/object/public/test-images/question-1031.jpg,300,,"YHQ 4-bobi 19-bandi: Piyodalar to'xtab turgan avtobus va trolleybusning orqa tomonidan, tramvayning esa oldi tomonidan yo Ini kesib o'tishlari shart."
question_1032,Ushbu belgi ornatiladi:,"{""Bozorlar oldindan"",""Maktab va bolalarning dam olish maskanlari oldindan"",""Vokzal oldindan""}",1,https://lgacbbewpuzeyxijzfii.supabase.co/storage/v1/object/public/test-images/question-1032.jpg,300,,"YHQ 1 ilova: 1.21. ""Bolalar"". Bolalar muassasasi (maktablar, bolalarning dam olish maskanlari va shunga o'xshashlar)ga yaqin yolning qatnov qismidan bolalarning chiqib qolish ehtimolini bildiradi."
question_1033,Bir vaqtda qayrilib olishda qaysi transport vositasi yol berishi kerak?,"{""Avtobus haydovchisi"",""Yengil avtomobil haydovchisi"",""Bunday vaziyatda haydovchilar o'zaro kelishadilar""}",0,https://lgacbbewpuzeyxijzfii.supabase.co/storage/v1/object/public/test-images/question-1033.jpg,300,,"YHQ 9-bobi 60-bandi: Transport vositalarining harakatlanish yo nalishlari kesishganda va o'tish navbati Qoidalarda nazarda tutilmagan hollarda, haydovchi o'ng tomondan yaqinlashayotgan transport vositasiga yo'l berishi kerak."
question_1034,Qaysi transport vositasi haydovchisi qoida buzib harakatlanmoqda?,"{""Ruxsat etilgan tola vazni 3 tonna bolgan yuk avtomobili va moped haydovchisi"",""Faqat moped haydovchisi"",""Hech kim qoida buzmayabdi""}",0,https://lgacbbewpuzeyxijzfii.supabase.co/storage/v1/object/public/test-images/question-1034.jpg,300,,"YHQ 19-bobi 121-bandi: Avtomagistrallarda quyidagilar taqiqlanadi: piyodalar, uy hayvonlari, ot-aravalar, velosipedlar, individual harakatlanish vositalari, skuterlar, mopedlar, traktorlar va o'ziyurar uskunalar, texnik tavsifnomasiga yoki holatiga ko'ra tezligi soatiga 40 kilometrdan kam bolgan transport vositalarining harakatlanishi; yuk avtomobillariga yo Ining chetki chap qatorida harakatlanishi;"
question_1035,Toxtab turish joyidan chiqayotganda boshqa transport vositasi bilan yollaringiz kesishganda qanday harakat qilishingiz kerak?,"{""Yo'l berish"",""Birinchi o'tish"",""O'zaro kelishuvga binoan harakatlanish""}",0,https://lgacbbewpuzeyxijzfii.supabase.co/storage/v1/object/public/test-images/question-1035.jpg,300,,"YHQ 9-bobi 60-bandi: Transport vositalarining harakatlanish yo nalishlari kesishganda va o tish navbati Qoidalarda nazarda tutilmagan hollarda, haydovchi o'ng tomondan yaqinlashayotgan transport vositasiga yol berishi kerak."
question_1036,Qaysi yotiq yol chizig'i maktablar oldidagi piyodalar o'tish joylarida qo'llaniladi?,"{""1-chiziq"",""2-chiziq"",""3-chiziq""}",2,https://lgacbbewpuzeyxijzfii.supabase.co/storage/v1/object/public/test-images/question-1036.jpg,300,,YHQ 2 ilova: 1.14.4 - oq-qizil rangli yo'l chizigi maktab va maktabgacha ta'lim muassasalari oldida piyodalarning o'tish joyini belgilaydi.
question_1037,Qaysi belgi «Avtomobillar uchun moljallangan yol» deb nomlanadi?,"{""1"",""2"",""3"",""4""}",1,https://lgacbbewpuzeyxijzfii.supabase.co/storage/v1/object/public/test-images/question-1037.jpg,300,,"YHQ 1 ilova: 5.3. ""Avtomobillar uchun mo ljallangan yo l"". Faqat avtomobillar, avtobus hamda mototsikllar, elektromototsiklar, mopedlar va skuterlarning harakatlanishi uchun mo ljallangan yo ini bildiradi."
question_1038,Mototsikl haydovchisi qoidani buzayaptimi?,"{""На"",""Yoq""}",1,https://lgacbbewpuzeyxijzfii.supabase.co/storage/v1/object/public/test-images/question-1038.jpg,300,,YHQ 12-bobi 86-bandi: Quib o tish quyidagi hollarda taqiqlanadi: tepalikning OXIRIDA va yo Ining ko'rinishi cheklangan joylarida; Qoidani buzmadi sababi Mototsiklchi tepalikning oxirida emas.
question_1039,Belgilardan qaysi biri qatnov qismi kesishmasi hududini bildiradi?,"{""«А»"",""«Б»"",""«В»""}",0,https://lgacbbewpuzeyxijzfii.supabase.co/storage/v1/object/public/test-images/question-1039.jpg,300,,"YHQ 1 ilova: 1.33. ""Qatnov qismi kesishmasi hududi"". 1.30 yotiq chizig i bilan belgilangan chorrahaga yaqinlashayotganligini anglatib, oldinda tirbandlik yuzaga kelganligi tufayli majburiy to'xtab, kondalang yo'nalishdagi transport vositalarining harakatlanishiga to'sqinlik tug'diradigan bo'lsa, chorrahaga kirish, agar to'xtash chizig'i yoki 5.33 yo'l belgisidan o'tib bolgan haydovchiga esa qatnov qismlari kesishmasiga kirishni taqiqlanishini bildiradi."
question_1040,Bu belgi ornatilgan joyda tirkamali yengil avtomobilni harakatlanishga ruxsat beriladimi?,"{""Ruxsat beriladi agar tirkamaning vazni 750kg dan oshmasa"",""Ruxsat beriladi"",""Taqiqlanadi""}",1,https://lgacbbewpuzeyxijzfii.supabase.co/storage/v1/object/public/test-images/question-1040.jpg,300,,"YHQ 1 ilova: 3.7. ""Tirkama bilan harakatlanish taqiqlangan"". . YUK avtomobillari va traktorlarning barcha turdagi tirkamalar bilan harakatlanishi, shuningdek, mexanik transport vositalarini shatakka olish taqiqlanadi."
question_1041,Ushbu yol belgisi qanday nomlanadi?,"{""Tik nishablik"",""Tik balandlik""}",0,https://lgacbbewpuzeyxijzfii.supabase.co/storage/v1/object/public/test-images/question-1041.jpg,300,,YHQ 1 ilova: 1.13 Tik nishablik
question_1042,Bu yol belgisi qanday nomlanadi?,"{""Piyodalarning yol yoqasidan yurishi mumkin bolgan hudud"",""Piyodalarning qatnov qismidan yurishi mumkin bolgan hudud"",""Piyodalarning trotuardan yurishi mumkin bolgan hudud""}",0,https://lgacbbewpuzeyxijzfii.supabase.co/storage/v1/object/public/test-images/question-1042.jpg,300,,"YHQ 1 ilova: 1.35 ""Piyodalarning yol yogasidan yurishi mumkin bo'lgan hudud"""
question_1043,Belgilardan qaysi biri er usti avtomobil quyish joyini bildiradi?,"{""1"",""2"",""3""}",0,https://lgacbbewpuzeyxijzfii.supabase.co/storage/v1/object/public/test-images/question-1043.jpg,300,,YHQ 1 ilova: 5.15.2 Yer usti avtomobil qo yish joyi.
question_1044,Quyidagi belgilardan qaysi biri yengil avtomobillar harakati deb nomlanadi?,"{""1"",""2"",""3"",""4""}",1,https://lgacbbewpuzeyxijzfii.supabase.co/storage/v1/object/public/test-images/question-1044.jpg,300,,"YHQ 1 ilova: 4.4. ""Yengil avtomobillar harakati"". Yengil avtomobillar, avtobus, mototsikllar, mopedlar, skuterlar, belgilangan yo nalishli transport vositalari va ruxsat etilgan to liq vazni 3,5 tonnadan oshmaydigan yuk avtomobillari harakatlanishiga ruxsat etilishini bildiradi. Belgining ta'sir oralig'ida yashovchi va ishlovchi fuqarolarga tegishli, ularga va korxonalarga xizmat ko'rsatuvchi transport vositalariga bu belgi tatbiq etilmaydi. Bunday hollarda transport vositalari belgilangan joyga eng yagin chorrahadan kirib yoki chiqib ketishlari kerak."
question_1045,Ko'rsatilgan belgilardan qaysi biri bolalar deb nomlanadi?,"{""1"",""2"",""3""}",1,https://lgacbbewpuzeyxijzfii.supabase.co/storage/v1/object/public/test-images/question-1045.jpg,300,,"YHQ 1 ilova: 1.21. ""Bolalar"". Bolalar muassasasi (maktablar, bolalarning dam olish maskanlari va shunga o'shashlar)ga yaqin yolning qatnov qismidan bolalarning chiqib qolish ehtimolini bildiradi."
