question,question_cyrl,answers,answers_cyrl,correct_answer,image_url,category,time_limit,audio_url,audio_url_cyrl,explanation_text,explanation_text_cyrl
Ko'rsatilgan belgi ostidagi qo'shimcha axborot belgisi qanday maqsadda o'rnatilgan?,Кўрсатилган белги остидаги қўшимча ахборот белгиси қандай мақсадда ўрнатилган?,"{""Belgining amal qilish hududida foto va video moslamalaridan foydalanish taqiqlanadi"",""DYHXX tomonidan harakat jarayoni foto va video kuzatuvi olingan yo'l qismini bildiradi""}","{""Белгининг амал қилиш ҳудудида фото ва видео мосламаларидан фойдаланиш тақиқланади"",""ДЙҲХХ томонидан ҳаракат жараёни фото ва видео кузатуви олинган ёл қисмини билдиради""}",1,https://ptest.uz/images/3b08193b-8e9e-499f-ae33-db5462f81754.webp,11-BILET,300,,,,
Qo'shaloq shinalar orasiga begona jismlar tiqilib qolganda transport vositalaridan foydalanishga ruxsat etiladimi?,Қўшалоқ шиналар орасига бегона жисмлар тиқилиб қолганда транспорт воситаларидан фойдаланишга рухсат етиладими?,"{""Taqiqlanadi"",""Mazkur yo'nalishda ikki va undan ortiq bo'lak bo'lganda yo'lning faqat o'ng tarafdagi bo'lagi bo'ylab harakatlanishga ruxsat etiladi"",""Ko'pi bilan 40 km/soat tezlikda harakat qilishga ruxsat etiladi""}","{""Тақиқланади"",""Мазкур ёналишда икки ва ундан ортиқ бўлак бўлганда ёлнинг фақат ўнг тарафдаги бўлаги бўйлаб ҳаракатланишга рухсат етилади"",""Кўпи билан 40 км/соат тезликда ҳаракат қилишга рухсат етилади""}",0,https://postimg.cc/Dmfk0bYv,11-BILET,300,,,,
Orqa tomondagi tumanga qarshi chiroqlar quyidagi hollarda qo'llanishi mumkin:,Орқа томондаги туманга қарши чироқлар қуйидаги ҳолларда қўлланиши мумкин:,"{""Kunning qorong'i vaqtida safda harakatlanishda"",""Tonellarda harakatlanishda"",""Faqat etarli ko'rinmaydigan sharoitlarda"",""Kunning qorong'i vaqtida yuk tushirishda"",""Barcha sanab o'tilgan hollarda""}","{""Куннинг қоронги вақтида сафда ҳаракатланишда"",""Тонелларда ҳаракатланишда"",""Фақат етарли кўринмайдиган шароитларда"",""Куннинг қоронги вақтида юк туширишда"",""Барча санаб ўтилган ҳолларда""}",2,https://postimg.cc/Dmfk0bYv,11-BILET,300,,,,
Yuk tirkamasida odam tashishga ruxsat etiladimi?,Юк тиркамасида одам ташишга рухсат етиладими?,"{""Taqiqlanadi"",""Ruxsat beriladi"",""Faqat yukni kuzatib boruvchi shaxsga ruxsat etiladi""}","{""Тақиқланади"",""Рухсат берилади"",""Фақат юкни кузатиб борувчи шахсга рухсат етилади""}",0,https://postimg.cc/Dmfk0bYv,11-BILET,300,,,,
Haydovchi ko'zi qamashgan taqdirda quyidagilarni bajarishi shart:,Ҳайдовчи кўзи қамашган тақдирда қуйидагиларни бажариши шарт:,"{""Qatnov qismining iloji boricha o'ng tomoniga o'tib to'xtashi"",""Falokat yorug'lik ishoralarini yoqishi va harakat tasmasini o'zgartirmagan holda tezlikni kamaytirishi va to'xtashi"",""Agar oldinda transport vositalari paydo bo'lsa bo'lakni o'zgartirmay tezlikni kamaytirishi yoki to'xtashi"",""Uzoqni yorituvchi chiroqni yoqishi va to'xtashi""}","{""Қатнов қисмининг иложи борича ўнг томонига ўтиб тўхташи"",""Фалокат ёруғлик ишораларини ёқиши ва ҳаракат тасмасини ўзгартирмаган ҳолда тезликни камайтириши ва тўхташи"",""Агар олдинда транспорт воситалари пайдо бўлса бўлакни ўзгартирмай тезликни камайтириши ёки тўхташи"",""Узоқни ёритувчи чироқни ёқиши ва тўхташи""}",1,https://postimg.cc/Dmfk0bYv,11-BILET,300,,,,
Chorrahani oxirgi bo'lib kesib o'tadi:,Чорраҳани охирги бўлиб кесиб ўтади:,"{""Yashil avtomobil"",""Ko'k avtomobil"",""Qizil avtomobil""}","{""Яшил автомобил"",""Кўк автомобил"",""Қизил автомобил""}",2,https://ptest.uz/images/9a6155ea-2b90-4b8a-8954-41abbf224e12.webp,11-BILET,300,,,,
Transport vositalari chorrahani quyidagi tartibda kesib o'tadilar:,Транспорт воситалари чорраҳани қуйидаги тартибда кесиб ўтадилар:,"{""Motosikl, avtomobil, tramvay"",""Tramvay, avtomobil, motosikl"",""Tramvay, motosikl, avtomobil""}","{""Мотосикл, автомобил, трамвай"",""Трамвай, автомобил, мотосикл"",""Трамвай, мотосикл, автомобил""}",0,https://ptest.uz/images/d2dc6fe7-2dc6-49e3-82e1-9fb9220e1945.webp,11-BILET,300,,,,
Yo'naltirgichlar bilan ko'rsatilgan yo'nalishlarning qaysi biridan harakat qilish mumkin?,Ёналтиргичлар билан кўрсатилган ёналишларнинг қайси биридан ҳаракат қилиш мумкин?,"{""Faqat to'g'riga"",""Chapga va orqaga"",""To'g'riga, chapga va orqaga""}","{""Фақат тўғрига"",""Чапга ва орқага"",""Тўғрига, чапга ва орқага""}",0,https://ptest.uz/images/85dd8517-5168-4941-9d35-a79045172026.webp,11-BILET,300,,,,
Chorrahani ikkinchi bo'lib kesib o'tadi:,Чорраҳани иккинчи бўлиб кесиб ўтади:,"{""Qizil avtomobil"",""Ko'k avtomobil"",""Yashil avtomobil""}","{""Қизил автомобил"",""Кўк автомобил"",""Яшил автомобил""}",1,https://ptest.uz/images/d1004bfe-1289-4380-babd-86fd0e0377c0.webp,11-BILET,300,,,,
To'xtash yo'li deb nimaga aytiladi?,Тўхташ ёли деб нимага айтилади?,"{""Xavfning haydovchiga malum bo'lgan paytidan tormozlash boshlanguncha avtomobilda o'tilgan masofa"",""Avtomobilda xavfning haydovchiga malum bo'lgan paytidan boshlab to'la to'xtagunga qadar bosib o'tilgan masofan""}","{""Хавфнинг ҳайдовчига малум бўлган пайтидан тормозлаш бошлангунча автомобилда ўтилган масофа"",""Автомобилда хавфнинг ҳайдовчига малум бўлган пайтидан бошлаб тўла тўхтагунга қадар босиб ўтилган масофан""}",1,https://postimg.cc/Dmfk0bYv,11-BILET,300,,,,
Yaltirovchi ko'k mayoqcha va unga qo'shimcha maxsus tovushli ishorasi yoqilgan transport vositasi sizga yaqinlashib kelmoqda. Siz shunday transport vositasiga qarshi harakatlanayotgan bo'lsangiz; nima qilishingiz lozim?,Ялтировчи кўк маёқча ва унга қўшимча махсус товушли ишораси ёқилган транспорт воситаси сизга яқинлашиб келмоқда. Сиз шундай транспорт воситасига қарши ҳаракатланаётган бўлсангиз; нима қилишингиз лозим?,"{""Yo'l yoqasida yoki qatnov qismining chetida to'xtash"",""Mayoqcha ishorasi yoqilgan transport vositasiga xalaqit bermasdan yo'l chetidan harakatlanish""}","{""Ёл ёқасида ёки қатнов қисмининг четида тўхташ"",""Маёқча ишораси ёқилган транспорт воситасига халақит бермасдан ёл четидан ҳаракатланиш""}",1,https://postimg.cc/Dmfk0bYv,11-BILET,300,,,,
12 yoshga etmagan bolalarni transport vositasining oldingi o'rindig'ida tashishga ruxsat etiladimi?,12 ёшга етмаган болаларни транспорт воситасининг олдинги ўриндиғида ташишга рухсат етиладими?,"{""Bolalarni ushlab turuvchi maxsus qurilma o'rnatilgan bo'lsa ruxsat etiladi"",""Faqat katta yoshdagi yo'lovchi hamroh bo'lganida ruxsat etiladi"",""Taqiqlanadi""}","{""Болаларни ушлаб турувчи махсус қурилма ўрнатилган бўлса рухсат етилади"",""Фақат катта ёшдаги ёловчи ҳамроҳ бўлганида рухсат етилади"",""Тақиқланади""}",0,https://postimg.cc/Dmfk0bYv,12-BILET,300,,,,
Qaysi avtomobil chorrahadan oxirgi bo'lib o'tadi?,Қайси автомобил чорраҳадан охирги бўлиб ўтади?,"{""Ko'k avtomobil"",""Qizil avtomobil"",""Yashil avtomobil""}","{""Кўк автомобил"",""Қизил автомобил"",""Яшил автомобил""}",1,https://ptest.uz/images/f301e09c-e2ef-4431-903b-82511795e43b.webp,12-BILET,300,,,,
Boshqaruv qurilmasi nosoz mexanik transport vositasi shatakka olinishi kerak:,Бошқарув қурилмаси носоз механик транспорт воситаси шатакка олиниши керак:,"{""Qisman ortish usuli bilan"",""Qattiq ulagich bilan"",""Uni qisman ortish yoki qattiq ulagichda ulash usuli bilan"",""Agar shatakka oluvchining haqiqiy vazni shatakka olinayotganning haqiqiy vaznidan ikki marta ko'p bo'lsa qattiq ulagichda""}","{""Қисман ортиш усули билан"",""Қаттиқ улагич билан"",""Уни қисман ортиш ёки қаттиқ улагичда улаш усули билан"",""Агар шатакка олувчининг ҳақиқий вазни шатакка олинаётганнинг ҳақиқий вазнидан икки марта кўп бўлса қаттиқ улагичда""}",0,https://postimg.cc/Dmfk0bYv,12-BILET,300,,,,
Ko'rsatilgan avtomobillardan qaysi biri ag'darilishga qarshi turg'unroq?,Кўрсатилган автомобиллардан қайси бири ағдарилишга қарши турғунроқ?,"{""Ichida tik turgan yo'lovchilar bo'lgan avtobus"",""Avtokran"",""Bo'sh yuk avtomobili""}","{""Ичида тик турган ёловчилар бўлган автобус"",""Автокран"",""Бўш юк автомобили""}",2,https://ptest.uz/images/f2b3e519-0280-4386-b7fd-0b69e1f2aea5.webp,12-BILET,300,,,,
Rasmda ko'rsatilgan holatda yo'lovchilarni tushirish uchun to'xtashga ruxsat beriladimi?,Расмда кўрсатилган ҳолатда ёловчиларни тушириш учун тўхташга рухсат бериладими?,"{""Ruxsat etiladi"",""Taqiqlanadi""}","{""Рухсат етилади"",""Тақиқланади""}",0,https://ptest.uz/images/af1ec2ce-055b-401a-9069-007df536a0c5.webp,12-BILET,300,,,,
Bu belgi nimani bildiradi?,Бу белги нимани билдиради?,"{""To'siqlarni aylanib o'tishning dastlabki ko'rsatkichi"",""Boshqa qatnov qismiga qayta tizilishning dastlabki ko'rsatkichi"",""Qarama-qarshi yo'nalish bo'lagiga chiqishning boshlang'ich ko'rsatkichi""}","{""Тўсиқларни айланиб ўтишнинг дастлабки кўрсаткичи"",""Бошқа қатнов қисмига қайта тизилишнинг дастлабки кўрсаткичи"",""Қарама-қарши ёналиш бўлагига чиқишнинг бошлангич кўрсаткичи""}",1,https://ptest.uz/images/9df4e6ea-f048-4449-88a5-12a2071358c7.webp,12-BILET,300,,,,
Transport vositalari chorrahani quyidagi tartibda kesib o'tadilar:,Транспорт воситалари чорраҳани қуйидаги тартибда кесиб ўтадилар:,"{""Ko'k, yashil, qizil avtomobillar"",""Ko'k, qizil avtomobilni o'tkazib yuboradi, so'ng esa burilishni tugallaydi; yashil avtomobil"",""Qizil, ko'k, yashil avtomobillar"",""Yashil, qizil, ko'k avtomobillar""}","{""Кўк, яшил, қизил автомобиллар"",""Кўк, қизил автомобилни ўтказиб юборади, сўнг еса бурилишни тугаллайди; яшил автомобил"",""Қизил, кўк, яшил автомобиллар"",""Яшил, қизил, кўк автомобиллар""}",0,https://ptest.uz/images/6bd089af-dfbf-42c4-b48a-70f68b6d961b.webp,12-BILET,300,,,,
Qaysi transport vositasining haydovchisi yo'l berishi lozim?,Қайси транспорт воситасининг ҳайдовчиси ёл бериши лозим?,"{""Engil avtomobil haydovchisi"",""Yuk avtomobil haydovchisi""}","{""Енгил автомобил ҳайдовчиси"",""Юк автомобил ҳайдовчиси""}",0,https://ptest.uz/images/054fcc54-0f08-469e-98e7-90d5e44de299.webp,12-BILET,300,,,,
Velosiped yo'lkasi yo'l bilan kesishgan joylarda velosiped va moped haydovchilari qanday hollarda transport vositalariga yo'l berishlari kerak?,Велосипед ёлкаси ёл билан кесишган жойларда велосипед ва мопед ҳайдовчилари қандай ҳолларда транспорт воситаларига ёл беришлари керак?,"{""Chorrahadan tashqarida tartibga solinmagan kesishmada barcha hollarda"",""Transport vositasi o'ngdan yaqinlashib kelganda"",""Ko'rsatilgan joyda velosiped va moped haydovchilari imtiyozga egadirlar""}","{""Чорраҳадан ташқарида тартибга солинмаган кесишмада барча ҳолларда"",""Транспорт воситаси ўнгдан яқинлашиб келганда"",""Кўрсатилган жойда велосипед ва мопед ҳайдовчилари имтиёзга егадирлар""}",0,https://postimg.cc/Dmfk0bYv,12-BILET,300,,,,
"Belgilangan yo'nalishdagi transport vositalari yoki taksilarning to'xtab turish maydonchalaridan ular bo'lmagan hollarda, (yo'nalishli transport voistalari harakatiga xalaqit bermasa) belgi ko'rsatkichlaridan qanday masofada to'xtash va to'xtab turish taqiqlanadi?","Белгиланган ёналишдаги транспорт воситалари ёки таксиларнинг тўхтаб туриш майдончаларидан улар бўлмаган ҳолларда, (ёналишли транспорт воисталари ҳаракатига халақит бермаса) белги кўрсаткичларидан қандай масофада тўхташ ва тўхтаб туриш тақиқланади?","{""5 m"",""10 m"",""15 m"",""20 m"",""25 m""}","{""5 м"",""10 м"",""15 м"",""20 м"",""25 м""}",2,https://postimg.cc/Dmfk0bYv,12-BILET,300,,,,
Harakatda imtiyozga ega bo'ladi:,Ҳаракатда имтиёзга ега бўлади:,"{""Ko'k avtomobil, chunki qizil harakatlanish bo'lagini chapga o'zgartiradi"",""Qizil avtomobil, chunki o'zaro qayta tizilishda u o'ng tomonda bo'lagini uchun"",""Ko'k avtomobil, chunki o'zaro qayta tizilishda u chap tomonda bo'ladi""}","{""Кўк автомобил, чунки қизил ҳаракатланиш бўлагини чапга ўзгартиради"",""Қизил автомобил, чунки ўзаро қайта тизилишда у ўнг томонда бўлагини учун"",""Кўк автомобил, чунки ўзаро қайта тизилишда у чап томонда бўлади""}",1,https://ptest.uz/images/1dd17f41-1c70-4942-ad62-c3c7cc1ca69f.webp,12-BILET,300,,,,
"Kimlar ""yo'l harakati qatnashchisi"" hisoblanadi?","Кимлар ""ёл ҳаракати қатнашчиси"" ҳисобланади?","{""Yo'l harakati jarayonida transport vositasining haydovchisi, yo'lovchisi yoki piyoda tariqasida bevosita ishtirok etayotgan shaxs"",""Yo'lda bo'lgan va unda ish bajarmayotgan har qanday shaxs"",""Biror bir transport vositasini boshqarayotgan shaxs""}","{""Ёл ҳаракати жараёнида транспорт воситасининг ҳайдовчиси, ёловчиси ёки пиёда тариқасида бевосита иштирок етаётган шахс"",""Ёлда бўлган ва унда иш бажармаётган ҳар қандай шахс"",""Бирор бир транспорт воситасини бошқараётган шахс""}",0,https://postimg.cc/Dmfk0bYv,12-BILET,300,,,,
Qatnov qismidagi bunday yo'naltirgichlar nimani bildiradi?,Қатнов қисмидаги бундай ёналтиргичлар нимани билдиради?,"{""Haydovchini yo'lning xavfli qismiga yaqinlashayotganligi haqida ogohlantiradi"",""Qatnov qismining torayishiga yaqinlashayotganligi haqida ogohlantiradi"",""Yo'lning xavfli burilish yo'nalishini ko'rsatadi""}","{""Ҳайдовчини ёлнинг хавфли қисмига яқинлашаётганлиги ҳақида огоҳлантиради"",""Қатнов қисмининг торайишига яқинлашаётганлиги ҳақида огоҳлантиради"",""Ёлнинг хавфли бурилиш ёналишини кўрсатади""}",1,https://ptest.uz/images/a272ea34-693a-4e59-a138-e91a290b1a9b.webp,12-BILET,300,,,,
Quyidagilar poezdni to'xtatish ishorasi bo'lib xizmat qiladi:,Қуйидагилар поездни тўхтатиш ишораси бўлиб хизмат қилади:,"{""Qo'lni (kunduzi-bir parcha yorqin mato yoki aniq ko'rinadigan bir narsa bilan, tunda- mashala yoki chiroq bilan) gir aylantirish"",""Qo'ldagi tayoqchani yoki qizil bayroqni boshidan yuqori ko'tarib turish"",""Qo'llarini oldinga uzatib turish"",""Oldinga uzatilgan qo'llarni yuqoriga va pastga tebratish""}","{""Қўлни (кундузи-бир парча ёрқин мато ёки аниқ кўринадиган бир нарса билан, тунда- машала ёки чироқ билан) гир айлантириш"",""Қўлдаги таёқчани ёки қизил байроқни бошидан юқори кўтариб туриш"",""Қўлларини олдинга узатиб туриш"",""Олдинга узатилган қўлларни юқорига ва пастга тебратиш""}",0,https://postimg.cc/Dmfk0bYv,12-BILET,300,,,,
Qaysi rasmda piyodalar qoidani buzmay harakatlanmoqda?,Қайси расмда пиёдалар қоидани бузмай ҳаракатланмоқда?,"{""Chapdagi rasmda"",""O'ngdagi rasmda"",""Ikkala rasmda""}","{""Чапдаги расмда"",""Ўнгдаги расмда"",""Иккала расмда""}",2,https://ptest.uz/images/08de28ff-6f29-452f-bae3-56547b742f6d.webp,12-BILET,300,,,,
Birinchi bo'lib chorrahani kesib o'tadi:,Биринчи бўлиб чорраҳани кесиб ўтади:,"{""Qizil avtomobil"",""Yashil avtomobil"",""Ko'k avtomobil""}","{""Қизил автомобил"",""Яшил автомобил"",""Кўк автомобил""}",2,https://ptest.uz/images/0d708791-1389-4e10-be6b-9265f1940e55.webp,12-BILET,300,,,,
Toliqish haydovchining diqqatiga va etiboriga qanday tasir qiladi?,Толиқиш ҳайдовчининг диққатига ва етиборига қандай тасир қилади?,"{""Haydovchining diqqatiga va etiboriga tasir qilmaydi"",""Haydovchiniig diqqati va etibori pasayadi"",""Haydovchiniig diqqati va etibori oshadi""}","{""Ҳайдовчининг диққатига ва етиборига тасир қилмайди"",""Ҳайдовчинииг диққати ва етибори пасаяди"",""Ҳайдовчинииг диққати ва етибори ошади""}",1,https://postimg.cc/Dmfk0bYv,12-BILET,300,,,,
Avtomobil harakatining barcha ruxsat etilgan yo'nalishlari qaysi javobda to'g'ri ko'rsatilgan?,Автомобил ҳаракатининг барча рухсат етилган ёналишлари қайси жавобда тўғри кўрсатилган?,"{""Faqat chapga"",""Faqat to'g'riga"",""Faqat o'ngga"",""Chapga va o'ngga"",""Barcha yo'nalishlarga""}","{""Фақат чапга"",""Фақат тўғрига"",""Фақат ўнгга"",""Чапга ва ўнгга"",""Барча ёналишларга""}",4,https://ptest.uz/images/e100155b-2aad-41b5-aa8f-943adc599bda.webp,12-BILET,300,,,,
Haydovchilardan qaysi biri to'xtashga majbur?,Ҳайдовчилардан қайси бири тўхташга мажбур?,"{""Engil avtomobil haydovchisi"",""Avtobus haydovchisi"",""Har ikki haydovchi""}","{""Енгил автомобил ҳайдовчиси"",""Автобус ҳайдовчиси"",""Ҳар икки ҳайдовчи""}",0,https://ptest.uz/images/a6516426-5ae6-4770-a49a-c334cedcfacc.webp,12-BILET,300,,,,
Haydovchilardan qaysi biri to'xtashga majbur?,Ҳайдовчилардан қайси бири тўхташга мажбур?,"{""Engil avtomobil haydovchisi"",""Avtobus haydovchisi"",""Har ikki haydovchi""}","{""Енгил автомобил ҳайдовчиси"",""Автобус ҳайдовчиси"",""Ҳар икки ҳайдовчи""}",0,https://ptest.uz/images/a6516426-5ae6-4770-a49a-c334cedcfacc.webp,12-BILET,300,,,,
Tumanga qarshi chiroqlardan qanday hollarda foydalanish mumkin?,Туманга қарши чироқлардан қандай ҳолларда фойдаланиш мумкин?,"{""Etarli ko'rinmaydigan sharoitlarda"",""Mexanik transport vositasini shatakka olganda"",""Sanab o'tilgan barcha hollarda""}","{""Етарли кўринмайдиган шароитларда"",""Механик транспорт воситасини шатакка олганда"",""Санаб ўтилган барча ҳолларда""}",2,https://postimg.cc/Dmfk0bYv,13-BILET,300,,,,
Qaysi transport vositasining haydovchisi yo'l berishi kerak?,Қайси транспорт воситасининг ҳайдовчиси ёл бериши керак?,"{""Avtobus haydovchisi"",""Motosikl haydovchisi""}","{""Автобус ҳайдовчиси"",""Мотосикл ҳайдовчиси""}",0,https://ptest.uz/images/08549550-9518-4b9f-b9e1-8ea40bdf7c45.webp,13-BILET,300,,,,
Yuk avtomobil haydovchisiga bu joyda to'xtashga ruxsat etiladimi?,Юк автомобил ҳайдовчисига бу жойда тўхташга рухсат етиладими?,"{""Ruxsat etiladi"",""Taqiqlanadi""}","{""Рухсат етилади"",""Тақиқланади""}",1,https://ptest.uz/images/77a7c389-ae42-442a-9b7d-fd0ed15e2413.webp,13-BILET,300,,,,
Chorrahani ikkinchi bo'lib kesib o'tadi?,Чорраҳани иккинчи бўлиб кесиб ўтади?,"{""Qizil avtomobil"",""Yashil avtomobil"",""Ko'k avtomobil""}","{""Қизил автомобил"",""Яшил автомобил"",""Кўк автомобил""}",1,https://ptest.uz/images/454d12f8-dc6b-4690-85ff-c9068ec46c86.webp,13-BILET,300,,,,
Oraliq masofa deb nimaga aytiladi?,Оралиқ масофа деб нимага айтилади?,"{""\""?\"" masofa"",""\""?\"" masofa"",""\""?\"" va \""?\"" masofa""}","{""\""?\"" масофа"",""\""?\"" масофа"",""\""?\"" ва \""?\"" масофа""}",0,https://ptest.uz/images/965f3e4f-b2c5-4570-a70f-2d38e97d1755.webp,13-BILET,300,,,,
"Yo'l quruq bo'lganda g'ildirak aylanmay, sirpanib tormozlanish tormoz yo'liga qanday tasir etadi?","Ёл қуруқ бўлганда ғилдирак айланмай, сирпаниб тормозланиш тормоз ёлига қандай тасир етади?","{""Tormoz yo'li qisqaradi"",""Tormoz yo'li o'zgarmaydi"",""Tormoz yo'li ortadi""}","{""Тормоз ёли қисқаради"",""Тормоз ёли ўзгармайди"",""Тормоз ёли ортади""}",2,https://postimg.cc/Dmfk0bYv,13-BILET,300,,,,
"Avtomobilning qaysi g'ildiraklari ""sirpanib"" tormozlanishga ko'proq moyil bo'ladi?","Автомобилнинг қайси ғилдираклари ""сирпаниб"" тормозланишга кўпроқ мойил бўлади?","{""Orqa g'ildiraklar"",""Oldingi g'ildiraklar""}","{""Орқа ғилдираклар"",""Олдинги ғилдираклар""}",0,https://postimg.cc/Dmfk0bYv,13-BILET,300,,,,
Reversiv harakatlanish amalga oshiriladigan harakat bo'laklari chegaralarini belgilash uchun bu yotiq chiziqlarning qay biridan foydalaniladi?,Реверсив ҳаракатланиш амалга ошириладиган ҳаракат бўлаклари чегараларини белгилаш учун бу ётиқ чизиқларнинг қай биридан фойдаланилади?,"{""1-chiziq"",""2-chiziq"",""3-chiziq"",""2- va 3-chiziq"",""3- va 4-chiziq""}","{""1-чизиқ"",""2-чизиқ"",""3-чизиқ"",""2- ва 3-чизиқ"",""3- ва 4-чизиқ""}",1,https://ptest.uz/images/1f3d466d-1cad-4b94-a4c0-1ccf809500a1.webp,13-BILET,300,,,,
