numeration,question,answers,correct_answer,image_url,time_limit,audio_url,explanation_text
question_361,Sa«Avtomagistral» belgisi bilan belgilangan yolda piyodalarning harakatlanishiga ruxsat etiladimi?,"{""Taqiqlanadi"",""Transport vositalarining harakatlanishiga qarama qarshi faqat aholi punktlaridan tashqarida yurishga ruxsat etiladi"",""Transport vositalarining harakatlanishi boylab faqat aholi punktlaridan tashqarida yurishga ruxsat etiladi""}",0,https://postimg.cc/Dmfk0bYv,300,,"YHQ 19-bobi 121-bandining birinchi xatboshisiga asosan, avtomagistrallarda quyidagilar taqiqlanadi: piyodalar, uy hayvonlari, ot-aravalar, velosipedlar, individual harakatlanish vositalari, skuterlar, mopedlar, traktorlar va uzi yurar avtomobillar, texnik tavsifnomasiga yoki holatiga ko'ra tezligi soatiga 40 kilometrdan kam bo'lgan transport vositalarining harakatlanishi.vol"
question_362,Ushbu belgi ornatilgan yolda kajavali mototsiklni shatakka olishga ruxsat etiladimi?,"{""Tirkamasi bittadan ortiq bolmagan mototsiklga ruxsat etiladi"",""Faqat qattiq ulagichda ruxsat etiladi"",""Taqiqlanadi"",""Sirpanchiqda taqiqlanadi""}",2,https://lgacbbewpuzeyxijzfii.supabase.co/storage/v1/object/public/test-images/question-362.jpg,300,,"YHQ 1-ilovasi 3-bo limining to qgizinchi xatboshisiga asosan: 3.7. «Tirkama bilan harakatlanish taqiqlanadi». Yuk tashuvchi transport vositalari, traktorlarning barcha turdagi tirkamalar bilan harakatlanishi, shuningdek mexanik transport vositalarini har qanday usulda shatakka olish taqiqlanishini bildiradi."
question_363,Ushbu yotiq chiziq nimani bildiradi?,"{""Mazkur yo'nalishda harakatlanish bo'lagi soni kamaya borib, qatnov qismining torayishini"",""Kesib o'tiladigan yo'l bo'ylab harakatlanayotgan transport vositasiga yol berar ekan, haydovchi zarur holda qayerda to'xtashi kerak bolgan joyni"",""To'xtash taqiqlangan joyga yaqinlashganlikni""}",1,https://lgacbbewpuzeyxijzfii.supabase.co/storage/v1/object/public/test-images/question-363.jpg,300,,"YHQ 2-ilovasi 1-bo'limining yigirma ikkinchi xatboshisiga asosan: 1.18 - chorrahada bo laklar bo yicha ruxsat etilgan harakatlanish yo'nalishlarini ko'rsatadi. Mustaqil yoki 5.8.1, 5.8.2 belgilari bilan birgalikda qo llanilishi mumkin; oxiri berk yo'l tasvirlangan chiziq shu yo nalishdagi yon tomonda joylashgan qatnov qismiga burilish taqiqlanganligini ko'rsatish chetki chap tasmadan chapga burilishga ruxsat beruvchi yo naltirgich shu tasmadan qayrilishga ham ruxsat beradi."
question_364,Qaysi joylarda orqa bilan harakatlanish taqiqlanadi?,"{""Chorrahalarda, piyodalar o'tish joylarida"",""Ko'priklarda, yo'l o'tkazgichlar, estakadalarda va ularning ostida"",""Avtomagistrallarda"",""Sanab otilgan barcha joylarda""}",3,https://postimg.cc/Dmfk0bYv,300,,"YHQ 9-bobining 63 bandiga asosan orqaga harakatlanish chorrahalarda va Qoidalarning 62- bandiga muvofiq qayrilib olish taqiqlangan joylarda hamda 19-bobining 121-bandiga asosan, avtomagistrallarda orqaga harakatlanish taqiqlanadi. YHQ 9-bobi 62-bandiga asosan: Quyidagi joylarda qayrilib olish taqiqlanadi: piyodalarning o'tish joylarida; tunnellarda; ko'priklar, yo'l o'tkazgichlar, estakadalar va ularning ostida (tegishli yo'l belgilari bilan bunday manyovrni bajarish ruxsat berilgan yol qismlari bundan mustasno); temir yo'l kesishmalarida; yo'lning ko'rinishi biror-bir yo'nalishda 100 metrdan kam bo'lgan joylarda."
question_365,Tramvay haydovchisi harakatlanayotganida svetoforning ushbu ishorasiga muvofiq boshqa yo nalishlardan harakatlanayotgan transport vositalariga yol berishi kerakmi?,"{""Kerak"",""Kerak emas""}",0,https://lgacbbewpuzeyxijzfii.supabase.co/storage/v1/object/public/test-images/question-365.jpg,300,,YHQ 15-bobi 100-bandiga asosan: Svetoforning qizil yoki sariq ishorasi bilan bir vaqtda yongan qo'shimcha tarmoqning yo naltirgichli yashil ishorasi yo'nalishida harakatlanayotgan transport vositasining haydovchisi boshqa yo nalishlarda harakatlanayotgan transport vositalariga yo'l berishi kerak
question_366,Transport vositalariga sidirg'a oq chiziq bilan ajratilgan va «Yo'nalishli transport vositalari uchun moljallangan tasma» yol belgisi bilan belgilangan yolning o'ng bo'lagida to'xtab turishga ruxsat etiladimi?,"{""Agar to'xtab turishni taqiqlovchi belgi bo'lmasa, ruxsat etiladi"",""Taqiqlanadi"",""Faqat shu hududdagi korxonaga xizmat qiladigan yoki yaqin o'rtadagi uylarda yashaydigan fuqarolarga qarashli avtomobillarga ruxsat etiladi""}",1,https://postimg.cc/Dmfk0bYv,300,,"YHQ 22-bobi 132-bandining birinchi xatboshisiga asosan: Yo nalishli transport vositalarining harakatlanishi uchun 5.9, 5.10.1 - 5.10.3 yo l belgilari bilan ajratilgan tasmada boshqa transport vositalarining harakatlanishi va to'xtashi taqiqlanadi."
question_367,Bunday yol belgisi ornatilgan yol qismlarida mototsikllarga qanday yuqori tezlik bilan harakatlanishga ruxsat etiladi?,"{""60 km/s"",""70 km/s"",""80 km/s"",""90 km/s"",""100 km/s""}",2,https://lgacbbewpuzeyxijzfii.supabase.co/storage/v1/object/public/test-images/question-367.jpg,300,,"YHQ 11-bobi 79- bandining uchinchi xatboshisiga asosan, aholi punktlaridan tashqarida: boshqa avtobuslar, tirkamali yengil avtomobillar, mototsikllar, elektromototsikllar ruxsat etilgan to' la vazni 3,5 tonnadan ortiq bo'lgan yuk avtomobillariga tezlikni soatiga 80 kilometrdan oshirmasdan."
question_368,Qaysi transport vositasining haydovchisi yol berishi kerak?,"{""Tramvay haydovchisi"",""Yuk avtomobilining haydovchisi"",""Har ikki avtomobil haydovchisi""}",2,https://lgacbbewpuzeyxijzfii.supabase.co/storage/v1/object/public/test-images/question-368.jpg,300,,"YHQ 16- bobi 104-bandiga muvofiq, teng ahamiyatga ega bolgan yo llar kesishgan chorrahada relssiz transport vositasining haydovchisi ongdan yaqinlashib kelayotgan transport vositalariga yo l berishi shart. Bu qoidaga tramvay haydovchilari ham o zaro amal qilishlari kerak. Bunday chorrahalarda, keyingi harakat yo nalishidan qati nazar, tramvay relssiz transport vositalariga nisbatan oldin o tish huquqiga ega bo ladi."
question_369,Serqatnov harakatda transport vositasini keskin tormozlash:,"{""Orqadan kelayotganlarning urilib ketishini keltirib chiqarishi mumkin"",""Avtomobilning faqat texnik holatida ko'rinadi"",""Serqatnov harakatda boshqarishning odatdagi usuli hisoblanadi""}",0,https://postimg.cc/Dmfk0bYv,300,,"YHQ 11-bobi 81-bandining to'rtinchi xatboshisiga asosan, haydovchilarga quyidagilar taqiqlanadi: yo'l-transport hodisasining oldini olish zaruriyati bo'lmaganda keskin tormoz berish."
question_370,"Qanday holatlarda tashilayotgan yuk ishora taxtachalari yoki bayroqchalar bilan kunning qorong i vaqtida, yetarli ko rinmaydigan sharoitlarda esa yorug lik qaytargich yoki chiroqlar bilan belgilanadi?","{""Yuk transport vositasining olchamidan oldinda yoki orqada 1 metrdan ko'p chiqib qolganda"",""Yuk transport vositasining olchamidan orqada 0,8 metr chiqib qolganda""}",0,https://postimg.cc/Dmfk0bYv,300,,"YHQ 27-bobi 163-bandiga asosan: Transport vositasining gabaritlaridan old yoki orqa tomonga bir metrdan, yon tomonga gabarit chiroqlarining chetki qismidan 0,4 metrdan ortiq chiqib turgan yuk «Katta o Ichamli yuk» taniqlik belgisi bilan belgilanishi, gorong i vagtda va yetarlicha ko rinmaydigan sharoitda esa bunga qo'shimcha ravishda old oq chirog yoki yorug'lik qaytargich, orqasi esa qizil chiroq yoki yorug lik qaytargich bilan belgilanishi kerak."
question_371,Qatnov qismi tomonidan yolovchilarning tushishi va chiqishiga qaysi hollarda ruxsat etiladi?,"{""Transport vositasi majburiy to'xtaganda"",""Haydovchining hohishiga kora shu shart bilanki, bu xavf-xatardan xoli bolsa va boshqa harakat qatnashchilariga xalaqit bermasa"",""Trotuar tomondan yoki yo'l yoqasidan iloji bolmasa shu shart bilanki, bu hol xavf-xatarsiz bolsa va boshqa harakat qatnashchilariga xalaqit bermasa""}",2,https://postimg.cc/Dmfk0bYv,300,,"YHQ 5- bobi 23-bandining ikkinchi xatboshisiga asosan: Yo lovchilarning transport vositalaridan trotuar yoki yo'l yoqasi tomondan tushishi yoki ularga chiqishining iloji bo lmagan hollarda, agar bu harakat xavf tug dirmasa yoki boshqa yo l harakati qatnashchilariga xalaqit bermasa yo Ining qatnov qismi tomonidan amalga oshirilishi mumkin."
question_372,Yuk avtomobilining qaysi yo nalishlarda harakatlanishiga ruxsat etiladi?,"{""Faqat o'ngga"",""Ongga, chapga va qayrilib olishga"",""Faqat chapga""}",1,https://lgacbbewpuzeyxijzfii.supabase.co/storage/v1/object/public/test-images/question-372.jpg,300,,"YHQ 1-ilovasi 5-bo limining qirq sakkizinchi xatboshisiga asosan: 5.30.1 «Yuk avtomobillari uchun harakatlanish yo'nalishi». Chorrahada yuk avtomobillari, traktorlar va o'ziyurar moslamalarga biror yo'nalishda harakatlanish taqiqlangan bo'lsa, bunday transport vositalariga tavsiya etilgan harakatlanish yo'nalishlari ko'rsatadi"
question_373,Bu yotiq chiziq bildiradi:,"{""Ko'rsatilgan yo'nalishlarda harakatlanishni taqiqlaydi"",""Chorrahada tasmalar bolaklar bo yicha ruxsat etilgan harakat yo'nalishlarini korsatadi"",""Harakat barcha yonalishlarda ruxsat etilgan yollarning kesishmasiga yaqinlashganlikni""}",1,https://lgacbbewpuzeyxijzfii.supabase.co/storage/v1/object/public/test-images/question-373.jpg,300,,"YHQ 2-ilovasi 1-bo limining yigirma ikkinchi xatboshisiga asosan: 1.18 - chorrahada tasmalar bo laklar bo'yicha ruxsat etilgan harakatlanish yo nalishlarini ko'rsatadi. Mustaqil yoki 5.8.1, 5.8.2 belgilari bilan birgalikda qo llanilishi mumkin; oxiri berk yo'l tasvirlangan chiziq shu yo nalishdagi yon tomonda joylashgan qatnov qismiga burilish taqiqlanganligini ko'rsatish uchun chiziladi; chetki chap tasmadan chapga burilishga ruxsat beruvchi yo naltirgich shu tasmadan qayrilishga ham ruxsat beradi."
question_374,Transport vositalari chorrahani quyidagi tartibda kesib otadilar:,"{""Yengil avtomobil, avtobus, velosiped"",""Avtobus, velosiped, yengil avtomobil"",""Avtobus, yengil avtomobil, velosiped"",""Velosiped, avtobus, yengil avtomobil""}",3,https://lgacbbewpuzeyxijzfii.supabase.co/storage/v1/object/public/test-images/question-374.jpg,300,,"YHQ 16-bobi 104, 106-bandlariga asosan, teng ahamiyatga ega bo lmagan yo llar kesishgan chorrahada, keyingi harakat yo nalishidan qat'i nazar, asosiy yoldan kelayotgan transport vositasiga ikkinchi darajali yo ldan kelayotgan transport vositasining haydovchisi yol berishi kerak. YHQ 16-bobi 107 bandiga asosan, chapga burilishda yoki qayrilib olishda relssiz transport vositasining haydovchisi teng ahamiyatli yo ldan qarama-qarshi yo nalishdan to g riga yoki o ngga harakatlanayotgan, shuningdek, ruxsat etilgan hollarda quvib o tayotgan transport vositalariga yo l berishi shart. Bu qoidaga tramvay haydovchilari ham o zaro amal qilishlari kerak."
question_375,Rasmda korsatilgan holatda qizil avtomobilning haydovchisi qanday yol tutishi kerak?,"{""Svetoforning ruxsat ishorasini kutishi va to'g'riga o'tishi"",""O'ngga burilish ishorasini yoqishi va o'ngga burilishi"",""Chapga burilish ishorasini yoqishi va ó'ng qatorni bo'shatishi""}",1,https://lgacbbewpuzeyxijzfii.supabase.co/storage/v1/object/public/test-images/question-375.jpg,300,,"Yo'naltirgich ko'rinishidagi qizil, sariq va yashil rangli svetofor ishoralari ham doirasimon shaklidagi svetofor ishoralari bilan bir xil ma'noga ega bo'ladi. Ular faqat ko'rsatilgan yo nalishga ta'sir etadi. Agar tegishli yo'l belgisi bilan qayrilib olish taqiqlanmagan bolsa, chapga burilishga ruxsat beruvchi yo naltirgich qayrilib olishga ham ruxsat beradi. Qo'shimcha tarmoqdagi yashil yo naltirgich ham xuddi shu ma'noni bildiradi. Svetoforning qo'shimcha tarmoqdagi ishora o'chirilgan bo'lsa, shu tarmoq tartibga solayotgan yo nalishda harakatlanish taqiqlanganligini bildiradi."
question_376,Temir yol kesishmasi oldida to xtagandan keyin harakatni boshlashdan oldin haydovchi:,"{""Bitta uzun va uchta qisqa tovushli ishora berib harakatni boshlashi kerak"",""Yaqinlashib kelayotgan poezdning yo'qligiga ishonch hosil qilishi kerak"",""Har ikki javob to'g'ri""}",1,https://postimg.cc/Dmfk0bYv,300,,"YHQ 18-bobi 117-bandiga asosan: Temir yo'l kesishmasiga yaqinlashib kelayotgan haydovchi yo'l belgilari va chiziqlariga, svetofor ishoralariga, shlagbaum holatiga, kesishma navbatchisining ko rsatmalariga amal qilishi, yaqinlashib kelayotgan poezd (lokomotiv, drezina) yo qligiga ishonch hosil gilishi shart."
question_377,Shunday yo'l belgisi bilan belgilangan yol qismlarida shaharlararo bolmagan avtobuslarning qanday yuqori tezlik bilan harakatlanishiga ruxsat etiladi?,"{""50 km/s"",""60 km/s"",""70 km/s"",""80 km/s"",""90 km/s""}",3,https://lgacbbewpuzeyxijzfii.supabase.co/storage/v1/object/public/test-images/question-377.jpg,300,,"YHQ 11-bobi 79-bandining uchinchi xatboshisiga asosan, aholi punktlaridan tashqarida: boshqa avtobuslar, tirkamali yengil avtomobillar, mototsikllar, elektromototsikllar ruxsat etilgan to' la vazni 3,5 tonnadan ortiq bo'lgan yuk avtomobillariga tezlikni soatiga 80 kilometrdan oshirmasdan."
question_378,Qaysi transport vositalarining haydovchilari to'xtab turish qoidasini buzdilar?,"{""Yengil avtomobil haydovchisi"",""Yuk avtomobili haydovchisi"",""Har ikki haydovchi""}",2,https://lgacbbewpuzeyxijzfii.supabase.co/storage/v1/object/public/test-images/question-378.jpg,300,,"YHQ 1-ilovasi 3-bo'limining o ttiz ikkinchi xatboshisiga asosan: 3.28. «To'xtab turish taqiqlangan». Transport vositalarining to'xtab turishi taqiqlanishini bildiradi. YHQ 13-bobi 88-bandining uchinchi xatboshisiga asosan: Ruxsat etilgan to la vazni 3,5 tonnadan ko'p bo'lgan yuk avtomobillari bir tomonlama harakatli yo'llarning chap tomonida faqat yuk ortish va tushirish uchun to'xtashlari mumkin."
question_379,Sirpanchiq yolda harakatlanayotganda karbyuratorning drossel zaslonkasini birdaniga ochish xavfi nimadan iborat?,"{""Yurgizgich o'chib qoladi"",""Yonilg'i sarfi ancha ortadi"",""Avtomobilning yonga sirpanishi vujudga kelishi mumkin"",""Yurgizgich tirsakli val aylanishining maksimal chastotasini oshiradi""}",2,https://postimg.cc/Dmfk0bYv,300,,"Sirpanchiq yo'Ida sirpanish hollari birdan tezlik oshirilganda, yetakchi g'ildiraklarning o'rnidan jilmay aylanishi (charx urishi) kelib chiqadi. Bu holda sirpanish sabablarini bartaraf qilish, ya'ni yonilg'i o'tishini boshqaruvchi tepkisini (drossel zaslonkasini) bosishni kamaytirish lozim."
question_380,Qaysi hollarda avtomobillar ushbu taniqlik belgilari bilan belgilanadi?,"{""Xavfli yuklar tashiyotganda"",""Nogironlar boshqarayotganda"",""Kar-soqov yoki kar haydovchilar boshqarayotganda"",""Ikki yilgacha haydovchilik ish davriga ega bolgan haydovchilar boshqarayotganda""}",2,https://lgacbbewpuzeyxijzfii.supabase.co/storage/v1/object/public/test-images/question-380.jpg,300,,"YHQ 29-bobi 176-bandining tortinchi xatboshisiga asosan, transport vositalariga quyidagi taniqlik belgilari o'rnatilishi kerak: «Kar haydovchi» - kar-soqov yoki kar haydovchi boshqarayotgan transport vositasining old va orga tomonlariga ichiga diametri 40 millimetr bo'lgan uchta qora doira tushirilgan, diametri 160 millimetri tashkil etadigan sariq rangli doira shaklidagi belgi."
question_381,Piyodalar o'tish joyidan tashqarida yolning qatnov qismidan ajratuvchi mintaqa bolganda piyodalarning otishlariga ruxsat etiladimi?,"{""Yolning har ikki tomoni ko'rinadigan joylarda ruxsat etiladi"",""Faqat aholi punktlaridan tashqarida ruxsat etiladi"",""Faqat aholi punktlarida ruxsat etiladi"",""Taqiqlanadi""}",3,https://postimg.cc/Dmfk0bYv,300,,"YHQ 4-bobi 17-bandiga asosan: Piyodalar yo'lning qatnov qismini piyodalar o'tish joylaridan, shuningdek yer osti va yer usti o'tish joylaridan, ular bo lmaganda esa chorrahalarda trotuar chiziqlari yoki yo'l yoqasi bo'ylab kesib o'tishlari kerak. Piyodalarga ko'rinadigan oraliqda o tish joyi yoki chorraha bo'lmasa, ajratuvchi mintaqasiz va to siqsiz yo llardan yo'lning ikki tomoni yaxshi ko'rinadigan joyidan, qatnov qismining chetiga nisbatan to g ri burchak ostida kesib o tishlariga ruxsat etiladi."
question_382,Ushbu belgi quyida sanab otilgan yuk avtomobillarining qaysilariga harakatni davom ettirishni taqiqlamaydi?,"{""Yuk ko'tarish 3,5 tonnadan ortiq bolgan avtomobillarga"",""Ruxsat etilgan to'la vazni 3,5 tonnadan ortiq bolgan avtomobillarga"",""Xavfli yuk tashiyotgan avtomobillarga"",""Yukxonasiga qiya oq chiziq tortilgan yuk avtomobillariga""}",3,https://lgacbbewpuzeyxijzfii.supabase.co/storage/v1/object/public/test-images/question-382.jpg,300,,YHQ 1-ilovasi 3-bolimining oltinchi atboshisiga asosan: 3.4 yo l belgisi bortlariga qiya oq chiziq tortilgan yoki odamlarni tashish uchun mo ljallangan yuk avtomobillarining harakatlanishini taqiqlamaydi.
question_383,Reversiv svetoforlar bolmaganda yoki ular o'chirib qo yilganda ikkitali uzuq uzuq chiziqni kesib otishga ruxsat etiladimi?,"{""Agar u haydovchining chap tomonida bo'lsa, ruxsat etiladi"",""Agar u haydovchining ong tomonida bo'lsa, ruxsat etiladi"",""Istalgan tomondan ruxsat etiladi"",""Taqiqlanadi""}",1,https://lgacbbewpuzeyxijzfii.supabase.co/storage/v1/object/public/test-images/question-383.jpg,300,,"YHQ 2-ilovasi 1-bo'limining o'n birinchi va o'ttiz oltinchi xatboshlariga asosan: 1.9 - reversiv harakat tashkil etilgan bo laklarning chegarasini belgilaydi; reversiv harakatlanish amalga oshirilgan yollarda (reversiv svetofori o'chirilgan holatda) qarama-qarshi yo'nalishdagi transport oqimini ajratadi. Reversiv svetofor yoqilgan paytda bir yo'nalishli tasmalarni ajratayotgan 1.9 chizig'ini istalgan tomondan bosib o'tishga ruxsat etiladi. Reversiv svetofor o'chirilganda, haydovchilar darhol 1.9 chizig idan o ngga qayta tizilishlari kerak."
question_384,Qaysi transport vositasi haydovchisi birinchi bolib harakatlanish huquqiga ega?,"{""Avtomobil haydovchisi"",""Velosiped haydovchisi""}",1,https://lgacbbewpuzeyxijzfii.supabase.co/storage/v1/object/public/test-images/question-384.jpg,300,,"YHQ 16-bobi 104-bandining birinchi xatboshisiga asosan: Teng ahamiyatga ega bo lmagan yo'llar kesishgan chorrahada, ikkinchi darajali yo'lda harakatlanayotgan transport vositasining haydovchisi asosiy yo ldan yaqinlashayotgan transport vositalariga, ularning keyingi harakat yo nalishidan qat'i nazar, yo'l berishi kerak."
question_385,Svetoforning bu ishorasida qaysi transport vositalarining harakatlanishiga ruxsat etilgan?,"{""Tramvay, sariq va qizil avtomobilga"",""Sariq va qizil avtomobillarga"",""Barcha transport vositalariga""}",1,https://lgacbbewpuzeyxijzfii.supabase.co/storage/v1/object/public/test-images/question-385.jpg,300,,"YHQ 7-bobi 32-bandiga asosan: Yonaltirgich ko'rinishidagi qizil, sariq va yashil rangli svetofor ishoralari ham doira shaklidagi svetofor ishoralari bilan bir xil ma'noga ega bo'ladi. Ular faqat ko'rsatilgan yo nalishga ta'sir etadi. Agar tegishli yol belgisi bilan qayrilib olish taqiqlanmagan bo'lsa, chapga burilishga ruxsat beruvchi yo'naltirgich qayrilib olishga ham ruxsat beradi. Qo shimcha tarmoqdagi yashil yo naltirgich ham xuddi shu ma'noni bildiradi. Qo'shimcha tarmoqdagi ishora o'chirilgan bo'lsa, shu tarmoq tartibga solayotgan yo nalishda harakatlanish taqiqlanganligini bildiradi."
question_386,Aholi punktlarida avtobus yoki trolleybus haydovchisi harakatni bekatdan boshlaydi. U:,"{""Uni aylanib otayotgan transport vositasiga yo'l berishi kerak"",""Imtiyozdan foydalanib, belgilangan yo'nalishda harakatni boshlashi kerak"",""Unga yol berilganligiga ishonch hosil qilgach harakatni boshlashi kerak""}",2,https://postimg.cc/Dmfk0bYv,300,,YHQ 22-bobi 133-bandiga asosan: Haydovchilar aholi yashash joylarida bekatdan harakatlanishni boshlayotgan avtobus va trolleybuslarga yo l berishlari kerak. O'z navbatida avtobus va trolleybus haydovchilari o'zlariga yo l berilganligiga ishonch hosil qilganliklaridan keyingina harakatlanishni boshlashlari mumkin.
